quantidade;valor_venda;desconto;id_produto;id_venda
46;3182.63;12.32;1;1448555
79;4885.97;0.03;1;664461
38;3446.76;10.49;1;1058389
68;1396.86;12.21;1;20074
97;4509.72;10.83;1;1204702
44;1812.78;19.24;1;1252600
89;4235.9;14.46;1;1240244
5;1392.92;6.88;1;163165
84;2586.62;6.09;1;1416157
22;4672.75;1.44;1;969209
55;2952.36;2.58;1;539279
91;2348.4;0.04;1;1155609
100;4937.21;5.8;1;732849
47;3120.65;17.55;1;884066
18;2557.35;10.56;1;1104643
93;2166.46;18.84;1;1182587
99;1226.17;18.71;1;1238802
18;449.07;0.73;1;652372
61;1850.93;10.48;1;727148
8;2564.13;1.83;1;1104242
96;497.52;12.39;1;725874
75;4390.74;4.78;1;1045725
100;3919.62;13.35;1;351958
50;4519.32;1.17;1;128333
98;527.5;17.82;1;372350
85;4587.74;19.92;1;258227
48;2872.24;6.31;1;382894
45;719.97;6.67;1;202043
63;965.66;10.61;1;1299221
71;2425.71;5.05;1;1012099
28;3840.57;18.71;1;540379
64;4252.54;5.55;1;113134
2;2894.68;12.25;1;1438184
16;3714.4;15.42;1;731273
35;1191.36;9.56;1;648043
7;4175.53;12.45;1;1122633
71;1057.31;6.06;1;550328
90;2162.16;8.73;1;63591
51;2862.21;4.61;1;815247
60;3038.73;15.4;1;1470727
36;231.84;6.78;1;172438
13;2955.18;5.8;1;377697
55;1909.38;2.96;1;109802
53;3885.23;15.26;1;852724
94;2424.4;12.04;1;208640
16;4616.32;9.91;1;186405
84;2162.06;15.31;1;175292
42;4130.18;15.33;1;1007062
96;4622.41;17.72;1;175655
5;2237.92;4.87;1;796521
98;1232.64;6.94;1;178244
2;2522.12;16.92;1;603672
77;434.73;11.72;1;194343
24;267.44;1.26;1;461178
53;2281.49;15.58;1;652765
56;2970.84;16.33;1;1456241
58;3555.1;18.4;1;180127
93;126.1;11.7;1;1387145
82;1599.84;11.15;1;839767
74;4756.65;11.33;1;252863
24;568.73;12.8;1;121940
38;4081.96;3.99;1;1446314
47;3133.57;6.31;1;352391
84;1632.63;11.24;1;1273804
37;3650.35;9.73;1;1071919
40;3267.48;7.39;1;231833
71;1255.59;0.13;1;741812
47;4974.21;3.04;1;674367
22;1570.96;5.64;1;209193
65;1714.43;12.84;1;1461252
92;4886.71;13.53;1;1353313
37;1989.44;3.85;1;290191
50;2209.23;14.5;1;741749
21;3097.38;13.97;1;599556
96;1603.88;16.49;1;1087508
57;213.79;5.64;1;103116
45;2257.84;5.02;1;1076761
86;4835.11;11.4;1;907981
27;3777.88;3.84;1;173960
21;4331.94;4.32;1;255134
71;1844.63;0.04;1;532838
52;4177.44;16.71;1;1181457
14;2113.96;7.31;1;663471
7;2334.55;18.47;1;1231531
2;124.54;7.0;1;437390
86;4858.43;0.24;1;648330
44;3975.54;18.69;1;338058
36;2499.06;17.79;1;689154
23;3321.47;17.95;1;159938
10;4508.21;18.51;1;152844
40;2075.7;13.78;1;1406481
69;601.63;8.72;1;1163911
25;3292.57;4.08;1;1041588
98;3906.64;15.45;1;488670
4;4254.62;7.27;1;372170
51;3612.64;11.36;1;1216271
63;3573.27;5.54;1;1071540
78;1527.46;7.16;1;807357
83;1700.34;15.06;1;121225
14;4664.89;6.29;1;1498830
39;3115.72;19.45;1;1197738
57;1015.19;2.33;1;570246
21;2563.83;18.17;1;1015546
93;2747.77;8.39;1;491439
60;4635.24;2.28;1;1254434
84;4581.42;4.47;1;1055654
47;4296.32;1.43;1;696980
17;763.76;14.41;1;27390
9;2897.4;0.82;1;429230
53;2799.89;11.34;1;1073042
74;1234.99;7.5;1;1248130
26;2335.6;11.39;1;984437
47;3097.6;1.62;1;458820
67;2264.59;3.04;1;669071
95;1494.05;6.41;1;1151971
59;442.51;6.1;1;1253660
91;2908.75;3.76;1;963571
22;450.54;7.49;1;934330
87;3982.97;6.93;1;821242
99;3934.1;4.95;1;1128879
67;2609.04;18.51;1;744155
63;1578.96;9.31;1;763737
29;2436.75;11.25;1;597565
36;1772.91;4.43;1;625537
9;2019.44;6.88;1;474255
43;3926.52;9.07;1;424061
39;3474.78;3.11;1;1482568
50;4149.25;0.58;1;69263
52;1649.37;11.74;1;1495875
100;4389.84;4.49;1;1320756
95;2416.27;8.68;1;1399979
39;964.74;9.93;1;593668
15;905.87;2.55;1;1403836
14;2760.02;7.5;1;1014330
43;2244.68;19.27;1;538314
46;893.9;12.31;1;487343
28;2246.38;10.81;1;1483932
66;3034.48;19.57;1;109117
91;3476.74;6.97;1;768361
68;4682.03;4.34;1;1234193
29;2307.96;9.41;1;358785
57;2938.08;8.72;1;747405
35;4145.82;5.18;1;547209
56;801.15;18.26;1;1443804
50;2008.76;16.0;1;534380
95;4946.57;14.24;1;519349
73;474.01;5.25;1;738842
14;2974.14;8.07;1;1436682
8;223.43;3.39;1;955836
74;2786.37;4.96;1;59503
55;4738.94;16.17;1;1128221
72;279.13;16.9;1;387775
15;4415.96;6.56;1;813417
39;1623.07;8.27;1;205567
31;4026.32;10.26;1;1246334
39;816.91;19.45;1;525627
30;4961.65;6.58;1;618687
63;2901.09;14.93;1;926421
62;450.84;12.84;1;561720
35;3068.96;11.58;1;1122127
14;3435.94;12.17;1;1314873
83;3606.67;8.03;1;122065
8;3375.73;0.43;1;1024554
15;3482.7;0.94;1;784609
13;3520.23;14.58;1;991421
19;524.21;12.58;1;420866
26;1082.83;4.73;1;758486
79;1772.86;15.19;1;924079
51;297.51;6.74;1;234423
72;4177.05;1.57;1;226337
56;1948.39;18.8;1;457374
14;4405.9;7.58;1;1423596
84;1406.63;10.72;1;1425501
70;236.58;5.12;1;159298
76;1530.96;8.06;1;935631
48;2963.65;4.03;1;312130
83;3213.4;12.61;1;735615
99;1294.57;11.46;1;1464677
22;4086.68;0.14;1;819612
86;4310.67;8.04;1;703653
19;4514.37;17.01;1;572257
35;1479.64;0.55;1;70334
77;1917.2;0.7;1;462213
57;764.75;18.5;1;607578
98;1266.21;2.44;1;269989
23;2689.0;2.57;1;123193
24;2127.73;8.89;1;1060649
45;2890.23;1.42;1;1046255
67;2125.76;13.47;1;538079
26;4639.76;13.06;1;1345267
63;589.58;13.79;1;16812
15;1075.58;18.58;1;39016
36;3472.39;3.99;1;431071
40;568.24;5.71;1;628578
47;4020.96;18.84;1;1218483
91;170.31;10.12;1;200896
5;4455.91;12.67;1;889294
48;3417.48;15.62;1;937456
67;4440.92;1.19;1;508877
81;1650.64;4.6;1;1021227
60;2511.4;4.39;1;625783
94;4723.21;9.72;1;1126112
14;3427.43;7.35;1;541281
96;2012.07;5.17;1;718980
26;2522.68;8.91;1;1336220
17;2155.37;18.47;1;1459087
89;4069.98;14.29;1;1323184
67;4598.93;1.29;1;911223
58;4027.9;19.16;1;1467041
48;4911.69;16.05;1;1271831
23;4109.12;0.81;1;895914
89;462.86;19.96;1;147884
4;813.39;17.3;1;1326205
35;1829.27;9.31;1;363410
88;27.83;4.34;1;594636
45;3455.63;5.39;1;1256050
1;3159.23;19.6;1;1357497
36;2789.86;12.07;1;469975
91;2550.3;5.44;1;67906
75;1333.34;14.86;1;386582
16;2964.03;1.0;1;17633
34;1486.58;19.09;1;1233427
56;1588.52;2.64;1;658272
21;2154.21;4.86;1;1187882
56;4447.42;2.03;1;1401302
95;2916.88;6.04;1;1120079
96;1403.01;18.29;1;143939
47;4585.66;10.39;1;25061
5;619.25;16.44;1;1251004
44;4437.13;1.19;1;69362
50;1962.08;5.22;1;1095988
56;1139.78;8.84;1;123014
13;4526.59;14.64;1;889434
97;3500.06;6.42;1;1224899
100;2932.61;7.31;1;1189256
93;4187.87;7.22;1;1412565
20;1007.53;17.77;1;1418974
16;1408.92;3.05;1;1155442
64;3609.79;18.81;1;614247
52;2715.86;8.26;1;948167
6;2345.25;19.64;1;490261
99;314.87;5.02;1;161328
87;1077.26;6.11;1;1406539
96;2291.22;5.37;1;1155095
42;1728.96;9.98;1;229508
61;3964.94;11.69;1;533528
99;3222.78;15.39;1;1033003
88;1283.56;0.78;1;632814
51;3692.99;0.47;1;1260323
69;2513.95;0.85;1;1373166
49;4333.17;1.76;1;180528
88;3612.81;16.48;1;822919
36;3406.64;11.72;1;914437
5;4300.33;13.04;1;1337036
36;4300.1;0.3;1;424471
33;2937.7;17.9;1;1074750
44;4099.64;0.44;1;288268
11;280.68;5.59;1;559684
89;3921.88;13.01;1;45081
35;3003.32;10.53;1;1255805
90;2907.46;16.0;1;1194275
6;1036.88;1.52;1;644156
30;2643.22;1.5;1;11557
67;1549.6;4.43;1;905719
70;2275.64;10.7;1;213154
93;1767.15;8.21;1;1442077
81;4743.19;17.99;1;814384
72;589.43;18.61;1;1021750
62;274.9;12.94;1;574290
33;2131.15;12.0;1;281659
68;198.93;10.48;1;581971
53;1092.61;0.24;1;748242
96;291.0;18.6;1;1478502
78;4603.14;7.61;1;883549
6;4645.16;11.6;1;761875
49;4288.64;13.08;1;460733
43;405.63;4.32;1;1336068
31;2175.89;4.63;1;881951
39;315.48;8.14;1;476991
11;3784.18;18.38;1;125114
34;3813.77;9.55;1;1487896
89;2607.5;3.88;1;966734
64;4933.24;9.21;1;112241
51;2433.66;6.62;1;86012
99;4403.96;12.15;1;1406947
71;3766.47;15.26;1;1053056
2;1872.61;19.76;1;1483003
6;4921.64;17.49;1;61606
41;92.08;3.04;1;802359
38;2031.97;12.75;1;835368
95;4415.01;17.8;1;558538
20;3952.67;17.51;1;76625
6;3389.05;14.95;1;725813
28;2090.03;6.14;1;855266
84;919.63;13.46;1;342355
17;4520.1;7.61;1;954259
92;587.18;15.68;1;118432
24;1379.51;17.2;1;724486
63;538.67;5.89;1;18045
4;2421.23;2.42;1;977951
56;4301.15;18.56;1;1119759
34;4595.36;3.91;1;262540
61;3386.63;0.05;1;233976
3;28.56;14.22;1;563293
61;2670.11;5.93;1;429036
54;2288.58;13.84;1;1328889
77;2992.55;15.2;1;271337
8;4743.05;10.03;1;494150
8;4662.6;9.44;1;126018
8;3750.65;5.92;1;583166
56;3583.57;11.0;1;753995
70;988.56;0.5;1;298401
81;3390.49;18.18;1;1478575
43;2618.3;3.39;1;772507
79;212.86;0.19;1;201969
69;2971.48;9.5;1;801079
77;2856.84;10.54;1;900027
17;3523.72;1.77;1;730021
45;4802.56;14.85;1;954342
55;2819.51;3.39;1;1471964
17;1824.18;5.06;1;1400420
41;2935.83;17.96;1;139584
61;1483.99;19.67;1;1109361
66;4192.33;9.6;1;867766
52;3159.54;5.61;1;1322558
67;3136.88;19.45;1;420014
25;4161.71;16.03;1;1079866
52;1919.06;6.35;1;1106028
32;2692.48;9.42;1;772510
53;2652.56;13.34;1;1345671
93;1605.81;8.25;1;31983
90;3119.23;15.13;1;1260597
48;2557.98;8.23;1;217923
68;2481.21;10.76;1;850924
41;3730.8;12.68;1;607365
86;3536.68;5.96;1;307211
19;3159.55;3.41;1;552097
46;2154.81;19.16;1;864867
9;4269.82;9.75;1;1093413
36;1338.22;8.19;1;1361710
37;3709.81;15.24;1;1391209
74;4212.13;11.51;1;549568
6;1518.26;12.66;1;1014018
34;655.77;7.57;1;656149
85;76.44;9.48;1;578485
15;2635.65;17.76;1;850048
9;671.47;0.13;1;37300
30;2175.85;1.31;1;415942
90;2671.2;17.18;1;306882
90;1036.28;4.98;1;1445577
42;3581.66;10.31;1;1358716
69;179.42;11.2;1;160336
10;1559.56;7.46;1;1486553
1;2798.6;13.33;1;670694
3;257.41;19.32;1;123851
37;3555.79;10.88;1;247946
29;991.04;16.23;1;62367
10;1482.33;14.59;1;24447
53;2086.38;17.53;1;25815
11;2216.84;15.45;1;682137
81;4138.97;3.82;1;1194948
26;450.67;8.78;1;7601
15;3855.87;8.17;1;974180
80;4486.96;16.37;1;1241966
46;4217.12;19.23;1;1204179
38;647.62;5.49;1;1330696
28;2564.64;15.65;1;369510
97;2350.05;15.24;1;1364311
16;4609.73;19.02;1;1114884
69;2030.39;13.47;1;349808
12;2852.14;10.39;1;407093
55;3482.28;3.1;1;1357851
5;4409.36;3.17;1;521556
12;4454.51;2.54;1;844511
76;1895.6;19.41;1;571459
22;140.48;7.69;1;311395
63;1596.05;17.43;1;148516
39;4334.59;7.4;1;290641
38;4013.21;4.2;1;447949
8;3046.08;13.64;1;730928
52;2625.41;10.99;1;956887
75;1274.74;1.81;1;534656
74;949.52;19.95;1;1366249
8;962.26;10.32;1;333017
18;820.38;19.8;1;720835
15;3132.78;3.42;1;74999
71;2915.49;11.52;1;1288783
39;3499.46;18.98;1;444205
45;3907.8;19.54;1;1287450
11;1249.35;2.32;1;938068
27;3122.86;13.95;1;1327626
23;1238.84;1.28;1;883010
90;2191.24;11.02;1;1392283
7;577.51;4.61;1;287187
76;1651.13;18.68;1;131695
48;3527.74;10.21;1;1270646
15;31.05;11.26;1;345882
39;2578.42;3.8;1;274727
27;4470.69;2.58;1;566626
5;2505.21;4.04;1;477700
67;2252.67;19.0;1;962934
53;64.81;6.41;1;1397316
35;3516.78;7.59;1;1422587
72;1575.86;11.3;1;760123
68;2647.86;10.87;1;1225762
24;4072.14;17.97;1;929928
24;906.95;8.81;1;1246708
97;2441.78;18.05;1;1263398
72;1894.67;7.09;1;1260409
20;3869.21;1.93;1;429118
69;3477.32;0.74;1;789511
9;3469.26;7.24;1;749026
72;3249.42;13.98;1;815641
79;4031.96;2.45;1;223462
18;2077.92;11.69;1;1472956
2;470.42;18.14;1;813353
62;3444.16;13.06;1;331691
31;4253.47;11.0;1;817792
35;3662.98;17.01;1;260159
38;4651.51;19.23;1;173132
21;715.73;3.31;1;1493815
6;679.18;3.15;1;493718
88;1381.06;19.2;1;76494
69;4378.28;18.48;1;451001
21;3343.8;7.25;1;674402
7;3688.06;7.43;1;142022
55;3649.4;18.47;1;1356451
92;2113.4;14.57;1;1415442
2;3557.47;3.9;1;1382790
41;1966.61;1.49;1;454276
79;4870.76;14.48;1;838603
63;1746.64;2.78;1;1711
66;1114.14;14.11;1;279675
70;3806.45;12.95;1;1318294
8;1330.2;10.91;1;825337
98;733.75;7.61;1;403257
55;4345.51;17.1;1;226911
43;1490.09;1.61;1;489895
58;344.0;2.31;1;678848
77;2286.31;6.91;1;1096057
40;4785.55;9.27;1;840535
6;3525.24;15.84;1;86920
99;4645.6;5.6;1;108512
40;867.35;9.55;1;218005
32;390.8;0.58;1;1273354
40;1534.92;11.79;1;764883
28;3755.21;18.86;1;706770
89;1692.46;4.26;1;1003894
77;4885.48;8.24;1;1072015
32;1605.63;4.37;1;29631
31;1955.14;13.07;1;506910
21;4984.66;13.31;1;820531
40;1098.46;15.19;1;1281367
96;3490.04;2.1;1;1451949
75;2558.19;12.05;1;365498
30;655.35;15.59;1;679479
10;1108.05;13.21;1;278439
3;340.54;14.43;1;1368243
55;2579.08;17.99;1;281570
84;1920.2;8.78;1;799125
66;3758.22;12.68;1;245929
79;2519.11;6.23;1;1121970
7;3060.79;1.75;1;1002408
7;2166.18;19.5;1;669654
37;2790.94;16.77;1;1080299
79;2484.82;2.69;1;909142
72;2495.01;5.61;1;493538
21;1923.52;14.3;1;1449055
99;2575.51;0.76;1;870772
33;1789.26;8.17;1;289590
42;567.31;11.2;1;1324304
91;4550.23;12.67;1;1483286
44;3409.1;6.9;1;913639
24;3253.39;15.32;1;1314111
97;792.77;10.76;1;813093
79;2560.08;2.62;1;404151
34;2435.11;18.44;1;387101
8;2753.54;9.54;1;688905
66;4868.37;2.1;1;1401285
11;3592.91;2.34;1;257896
46;4359.93;18.8;1;1129657
57;4615.64;12.25;1;543017
18;2468.03;16.11;1;1209119
5;2269.99;18.01;1;1287697
78;2452.62;2.77;1;1036378
25;4011.19;6.87;1;1259076
63;4604.93;13.83;1;538603
40;3453.12;19.29;1;1357522
44;4696.74;9.48;1;1011630
12;3510.41;11.67;1;637143
35;4228.51;2.24;1;336275
49;678.07;2.09;1;33936
72;1273.5;15.47;1;619039
2;99.3;13.54;1;235390
65;3120.03;6.72;1;993437
6;3093.08;5.15;1;476699
68;1284.36;19.08;1;488731
55;3237.47;16.31;1;328152
60;1114.93;13.97;1;597269
44;3677.46;14.41;1;1090469
79;1055.09;8.41;1;701416
21;3115.39;7.6;1;1174039
37;3603.14;13.19;1;599020
77;4850.05;2.35;1;618909
98;2665.12;5.51;1;855799
28;4277.93;17.52;1;729335
32;4116.84;3.17;1;1085202
49;3057.04;14.68;1;197085
15;1648.45;0.61;1;1277007
1;2649.16;2.11;1;829839
10;1229.45;3.64;1;372643
82;2076.35;6.6;1;275013
10;4560.04;16.8;1;123655
56;340.22;17.9;1;420735
5;3436.37;0.49;1;631414
87;3544.22;4.76;1;81015
28;2842.75;13.88;1;1208414
76;2961.01;18.32;1;1473416
8;3654.84;17.07;1;661641
74;3850.24;17.68;1;784000
78;1808.38;0.01;1;182880
4;552.74;3.18;1;309426
51;1656.7;13.94;1;471513
88;2620.14;17.17;1;1430823
79;330.74;2.38;1;358380
68;2545.92;11.62;1;616310
52;839.99;14.12;1;36238
9;632.6;12.52;1;992498
84;2415.22;0.35;1;12115
79;2867.9;5.14;1;1156822
90;995.53;13.23;1;327471
20;4593.22;3.07;1;1446174
87;4213.67;13.51;1;1006236
59;4970.74;19.66;1;1491440
25;4810.24;2.87;1;1219943
92;3283.3;8.99;1;152849
77;2316.49;2.27;1;529947
47;2083.25;6.87;1;157007
51;4447.17;3.53;1;349011
6;2815.66;9.52;1;496509
65;2395.87;18.22;1;190312
55;215.5;13.34;1;416070
54;3740.36;17.42;1;1314692
44;1660.95;4.5;1;649167
67;1014.91;3.93;1;760621
72;2209.91;18.49;1;506692
32;3759.3;10.59;1;1246687
37;4515.3;19.38;1;1361698
57;758.91;9.15;1;910663
41;653.56;12.98;1;383802
7;2554.68;14.27;1;1209677
89;4676.67;3.82;1;835881
11;1748.74;3.43;1;882057
77;912.65;16.78;1;850215
76;3983.57;11.02;1;232910
47;2432.31;2.43;1;1408927
19;2012.99;0.27;1;183931
58;1654.21;16.16;1;401
20;993.14;12.9;1;555285
94;4561.8;10.22;1;225036
45;853.02;12.91;1;473893
86;3298.45;17.35;1;822171
2;2717.37;17.58;1;1405319
54;3566.86;8.41;1;1190947
23;3759.13;7.31;1;247667
63;4940.65;14.75;1;1042823
76;2435.82;10.21;1;906770
82;3464.44;13.18;1;806880
58;3144.42;0.85;1;352010
90;2128.28;12.85;1;735004
44;3291.82;14.07;1;761535
74;2196.72;7.5;1;769890
72;1039.12;8.13;1;526372
81;85.95;15.4;1;771129
76;1814.34;3.47;1;189393
79;4348.08;6.18;1;1167464
73;3965.44;6.93;1;354890
12;1973.71;10.11;1;1205583
92;4116.45;12.71;1;1499356
61;3729.94;3.59;1;302091
6;3530.63;17.21;1;643583
18;3309.53;5.15;1;944805
83;1609.29;12.48;1;1089577
48;1262.89;6.78;1;985270
50;2205.49;3.05;1;1027633
61;2588.75;8.76;1;717076
46;750.89;12.89;1;394033
57;2599.24;17.57;1;891000
13;4011.26;7.35;1;546444
3;3392.28;14.33;1;313546
81;402.05;13.12;1;567399
51;298.82;4.9;1;930289
55;4098.41;1.88;1;869625
14;257.03;16.39;1;269804
57;3219.4;13.48;1;515844
44;2772.11;4.77;1;941967
21;3626.05;10.9;1;513301
42;1661.86;11.24;1;329176
29;1525.03;6.59;1;1075963
57;1659.52;8.83;1;1319664
89;743.92;4.48;1;47626
45;2346.43;9.09;1;1417046
57;3800.26;7.45;1;385969
63;3434.0;18.21;1;1176817
47;2837.25;1.84;1;1128013
93;3748.32;14.68;1;1310613
56;2401.33;15.84;1;1463644
47;1391.78;12.38;1;422853
47;3912.08;0.54;1;348878
78;3704.37;18.88;1;1362583
63;2268.58;7.82;1;238268
27;3978.12;13.73;1;153187
67;1188.64;10.17;1;552453
70;69.32;2.96;1;1122888
93;720.19;4.54;1;97995
68;411.13;9.8;1;605499
61;4228.49;10.38;1;1165119
93;2477.4;7.29;1;76814
74;2944.75;7.84;1;1319593
48;700.05;3.31;1;1248344
19;4210.71;8.18;1;815627
88;1769.96;16.17;1;965200
83;3112.44;12.24;1;629666
91;4341.3;12.79;1;679046
79;3066.32;13.55;1;423164
81;3000.28;6.99;1;975751
23;2517.85;2.42;1;1498974
84;3803.79;15.65;1;893138
98;3943.49;17.62;1;826970
36;2262.98;9.39;1;1120352
14;4369.17;5.9;1;585793
1;2261.82;11.15;1;1159003
36;4354.92;9.76;1;1258409
67;3502.35;10.86;1;1396059
61;3206.0;14.85;1;371954
95;4071.55;9.88;1;1052840
59;1914.17;16.38;1;851110
57;1283.84;10.84;1;1463223
43;2705.91;12.85;1;59361
5;1830.24;19.77;1;1008340
97;1356.05;12.41;1;885064
37;137.35;14.9;1;409746
16;3582.29;3.65;1;669652
50;927.1;14.43;1;193008
75;1087.75;11.28;1;1393235
37;4515.59;10.37;1;253868
90;1302.4;5.79;1;922738
85;1867.93;7.8;1;384535
4;4491.66;10.51;1;964626
14;2228.23;2.46;1;1128346
39;305.94;5.17;1;606191
12;2355.97;17.34;1;1235727
78;1570.37;11.25;1;1471100
59;2651.48;19.12;1;120099
53;444.61;1.62;1;782597
69;1829.2;8.87;1;351392
46;1851.23;5.62;1;512585
28;939.38;7.95;1;679968
29;4031.53;6.46;1;29821
88;3056.86;2.33;1;88170
91;3473.35;1.51;1;832103
1;53.09;12.56;1;828049
87;3761.17;17.49;1;490341
73;4083.39;15.0;1;94390
54;3104.58;5.1;1;164614
7;4674.37;18.48;1;661203
28;635.29;14.72;1;1219202
51;1213.88;9.46;1;769412
67;235.71;8.23;1;898123
64;2005.97;12.53;1;101795
19;1887.92;15.09;1;806440
70;3303.14;13.35;1;703316
78;2011.57;10.27;1;469313
43;1144.25;14.24;1;974087
45;4874.54;2.35;1;604649
86;2719.24;0.55;1;735747
32;723.67;7.07;1;625072
66;3808.3;15.19;1;63936
22;3639.23;14.55;1;1415254
49;1444.88;11.38;1;272336
25;1899.94;14.6;1;241739
47;616.51;14.96;1;504720
44;302.1;11.92;1;236647
27;4824.4;17.37;1;967153
79;4536.86;5.88;1;495474
44;2546.66;13.86;1;623072
82;1405.77;6.38;1;1485597
52;2266.9;1.73;1;561758
94;3624.1;14.1;1;19407
43;4000.6;16.23;1;911195
5;1303.12;11.58;1;1018818
52;351.58;8.32;1;913617
30;709.79;8.73;1;445397
48;3274.96;0.7;1;681802
60;347.82;0.34;1;344812
82;770.85;4.04;1;158035
3;2347.19;18.15;1;1462422
88;1457.0;1.8;1;708450
34;4202.97;13.74;1;816704
20;2808.08;7.6;1;992462
75;3648.51;5.3;1;199881
20;637.03;9.83;1;1499430
8;4283.36;5.96;1;232723
28;3783.88;10.28;1;955649
56;694.5;16.46;1;1011390
13;4751.56;9.57;1;1320851
93;4464.77;4.45;1;1160307
47;87.78;18.5;1;542919
33;404.61;17.93;1;1084715
23;4439.84;7.8;1;1198825
54;2017.09;5.92;1;1171885
31;3270.71;6.45;1;972771
34;240.36;17.56;1;648101
55;4930.6;10.32;1;361448
99;3495.08;0.76;1;842826
93;676.02;5.21;1;717598
38;3504.35;9.45;1;635015
97;1946.39;15.97;1;536605
38;58.12;3.43;1;112500
8;206.3;12.3;1;430049
4;1523.07;10.99;1;1412258
27;4350.44;12.01;1;1146742
56;340.69;2.15;1;318437
41;273.05;6.67;1;390247
44;2186.05;18.75;1;5129
97;1672.66;1.89;1;896606
76;4255.57;17.8;1;312699
83;1138.67;10.51;1;761484
79;2591.29;16.8;1;1242706
5;3579.71;19.05;1;179569
39;1108.82;4.34;1;409438
36;3328.59;0.05;1;316972
69;708.66;4.15;1;56236
85;4129.94;4.33;1;1358240
99;3065.94;2.92;1;1024943
1;4409.8;1.51;1;500183
99;1428.08;2.8;1;769351
76;3716.96;7.4;1;660852
47;805.51;17.78;1;1496295
100;1959.82;14.77;1;585773
85;2293.72;7.36;1;1402930
80;1086.87;18.98;1;1370350
23;1302.84;6.43;1;1459794
75;763.53;2.75;1;1314637
47;4459.12;9.76;1;111346
50;796.78;17.29;1;644275
54;4735.11;4.42;1;1471140
69;737.05;17.58;1;1190741
44;2822.44;14.73;1;1340432
30;3003.68;12.4;1;483131
88;1641.9;7.6;1;1435269
46;4552.82;2.12;1;526265
90;286.17;2.88;1;953523
71;3519.65;18.86;1;439234
33;267.59;4.21;1;1488731
59;2122.13;9.11;1;115039
61;118.98;6.83;1;684430
81;2024.66;19.78;1;945009
50;3202.49;9.54;1;1091043
94;638.88;16.03;1;664755
88;4961.68;5.97;1;752587
94;2177.79;4.68;1;279476
19;2747.8;5.58;1;786128
52;3744.53;0.92;1;662236
61;3945.79;1.19;1;1186192
26;4619.92;1.87;1;413695
67;1245.64;2.17;1;1147809
8;2828.86;9.42;1;245178
32;4042.23;14.87;1;537900
81;4907.74;0.48;1;656666
60;1707.28;0.17;1;474039
43;213.11;8.4;1;60102
34;1820.46;11.89;1;515523
94;3463.51;8.77;1;53190
95;4984.27;7.81;1;280661
39;4958.62;5.26;1;1000218
81;3766.38;1.11;1;1121724
27;496.69;8.91;1;399603
74;2390.09;7.76;1;864341
80;311.53;0.86;1;844843
39;3692.34;18.93;1;410724
48;4924.27;19.9;1;672445
84;3807.48;0.35;1;558745
15;3587.13;17.95;1;893557
75;1097.84;7.47;1;179455
11;2522.37;9.56;1;369384
53;387.33;1.94;1;535074
45;1332.42;18.29;1;805359
56;467.41;9.27;1;16538
51;4591.47;1.88;1;954553
10;2347.65;2.45;1;587417
93;1848.27;9.17;1;23907
35;2582.73;9.53;1;800499
79;363.69;0.25;1;1385100
86;1651.95;8.23;1;1499191
66;2950.77;7.16;1;264155
47;4435.01;3.3;1;1356713
20;2586.61;12.25;1;1304879
15;4187.87;19.81;1;98568
78;4787.28;15.47;1;1365838
93;1797.97;9.55;1;374481
47;4320.85;3.55;1;618805
85;3090.32;2.43;1;1051694
56;2837.69;14.83;1;527189
4;3025.17;19.9;1;935322
81;1381.75;12.6;1;1437574
9;4491.23;0.03;1;1207337
6;2166.1;5.97;1;272166
95;4388.68;0.63;1;1265170
61;332.99;3.45;1;978459
15;4507.65;13.94;1;1440591
87;1247.62;14.45;1;172482
26;872.23;5.11;1;253602
21;245.64;10.74;1;172184
15;1631.06;1.64;1;473056
88;1833.96;8.5;1;159864
42;661.94;14.65;1;1224989
68;4147.81;7.92;1;768066
2;1384.85;0.27;1;1235405
93;1326.49;7.0;1;1369851
39;2572.85;10.19;1;1242063
42;4882.8;6.1;1;34197
81;1421.98;8.13;1;258722
3;745.83;13.37;1;366181
90;294.57;6.03;1;494974
54;630.74;15.05;1;1294775
13;4942.09;0.1;1;368541
88;3473.34;0.79;1;1201546
38;4491.67;2.62;1;1267953
35;3536.35;16.1;1;506187
73;487.06;10.82;1;569036
50;1057.69;10.6;1;1016802
8;614.07;8.77;1;16666
82;3217.52;8.83;1;1069478
48;4337.35;13.61;1;1054380
43;4665.9;18.81;1;63003
17;1970.86;15.94;1;190049
43;4719.85;7.06;1;1489038
32;1946.75;2.29;1;620705
88;515.89;13.4;1;445537
15;4806.92;1.06;1;235443
52;4297.23;12.72;1;1263677
68;888.93;4.13;1;1139845
87;1325.05;17.74;1;492589
47;1117.81;19.73;1;952297
57;3770.69;12.32;1;963313
78;683.03;11.01;1;319069
56;813.41;17.04;1;486219
82;2616.48;14.48;1;182089
39;4830.43;14.05;1;674126
80;1680.41;13.51;1;811507
27;530.1;17.44;1;395919
32;2961.17;8.0;1;234905
41;1900.41;16.67;1;771887
20;1655.11;19.85;1;258585
72;4515.29;5.81;1;1258857
27;1618.64;3.7;1;253144
67;2497.57;3.63;1;556630
13;624.36;6.73;1;268666
85;4995.31;12.19;1;758814
9;2420.82;5.45;1;1230674
50;843.09;13.06;1;1133415
63;1097.17;1.73;1;1027082
86;1778.15;15.13;1;1188852
71;2968.93;3.09;1;1196648
