nome;valor_venda;quantidade;id_categoria;descricao
produto_cantina4948;12.93;34;14;descricao4948
produto_cantina4949;16.18;43;18;descricao4949
produto_cantina4950;22.54;25;9;descricao4950
produto_cantina4951;40.02;21;15;descricao4951
produto_cantina4952;13.49;11;10;descricao4952
produto_cantina4953;34.67;44;4;descricao4953
produto_cantina4954;6.19;18;12;descricao4954
produto_cantina4955;11.79;34;14;descricao4955
produto_cantina4956;7.25;38;18;descricao4956
produto_cantina4957;24.85;41;9;descricao4957
produto_cantina4958;21.42;34;1;descricao4958
produto_cantina4959;19.11;29;11;descricao4959
produto_cantina4960;21.6;1;5;descricao4960
produto_cantina4961;46.86;9;12;descricao4961
produto_cantina4962;46.25;1;11;descricao4962
produto_cantina4963;19.23;21;9;descricao4963
produto_cantina4964;22.14;18;13;descricao4964
produto_cantina4965;38.37;33;12;descricao4965
produto_cantina4966;42.39;4;16;descricao4966
produto_cantina4967;48.58;44;18;descricao4967
produto_cantina4968;10.25;36;10;descricao4968
produto_cantina4969;2.61;19;20;descricao4969
produto_cantina4970;37.41;32;3;descricao4970
produto_cantina4971;3.92;27;2;descricao4971
produto_cantina4972;2.36;17;14;descricao4972
produto_cantina4973;32.46;4;12;descricao4973
produto_cantina4974;6.42;13;1;descricao4974
produto_cantina4975;27.07;11;17;descricao4975
produto_cantina4976;21.86;50;11;descricao4976
produto_cantina4977;5.28;25;4;descricao4977
produto_cantina4978;12.26;8;5;descricao4978
produto_cantina4979;32.43;13;8;descricao4979
produto_cantina4980;10.85;26;6;descricao4980
produto_cantina4981;21.03;19;12;descricao4981
produto_cantina4982;45.09;30;14;descricao4982
produto_cantina4983;21.43;12;7;descricao4983
produto_cantina4984;26.55;13;18;descricao4984
produto_cantina4985;3.7;18;5;descricao4985
produto_cantina4986;15.7;19;13;descricao4986
produto_cantina4987;3.15;8;5;descricao4987
produto_cantina4988;22.5;25;8;descricao4988
produto_cantina4989;36.43;7;14;descricao4989
produto_cantina4990;47.05;23;11;descricao4990
produto_cantina4991;41.11;50;12;descricao4991
produto_cantina4992;21.45;7;7;descricao4992
produto_cantina4993;40.9;12;11;descricao4993
produto_cantina4994;40.19;13;3;descricao4994
produto_cantina4995;46.71;25;4;descricao4995
produto_cantina4996;29.5;26;11;descricao4996
produto_cantina4997;6.45;10;9;descricao4997
produto_cantina4998;33.18;2;12;descricao4998
produto_cantina4999;15.76;49;16;descricao4999
produto_cantina5000;22.62;37;9;descricao5000
produto_cantina5001;47.6;28;19;descricao5001
produto_cantina5002;26.73;47;1;descricao5002
produto_cantina5003;31.09;32;19;descricao5003
produto_cantina5004;31.06;29;9;descricao5004
produto_cantina5005;33.06;46;15;descricao5005
produto_cantina5006;29.82;31;10;descricao5006
produto_cantina5007;17.09;7;8;descricao5007
produto_cantina5008;42.7;35;19;descricao5008
produto_cantina5009;28.58;31;6;descricao5009
produto_cantina5010;32.46;31;8;descricao5010
produto_cantina5011;37.06;17;16;descricao5011
produto_cantina5012;8.9;41;18;descricao5012
produto_cantina5013;39.71;37;9;descricao5013
produto_cantina5014;3.11;38;2;descricao5014
produto_cantina5015;13.42;12;2;descricao5015
produto_cantina5016;45.6;50;15;descricao5016
produto_cantina5017;44.78;12;17;descricao5017
produto_cantina5018;13.95;13;14;descricao5018
produto_cantina5019;19.75;46;18;descricao5019
produto_cantina5020;42.73;47;18;descricao5020
produto_cantina5021;17.53;49;3;descricao5021
produto_cantina5022;8.51;17;9;descricao5022
produto_cantina5023;8.07;50;19;descricao5023
produto_cantina5024;46.44;14;15;descricao5024
produto_cantina5025;17.75;3;8;descricao5025
produto_cantina5026;34.08;25;5;descricao5026
produto_cantina5027;42.61;27;3;descricao5027
produto_cantina5028;37.3;31;19;descricao5028
produto_cantina5029;45.02;18;2;descricao5029
produto_cantina5030;35.32;31;3;descricao5030
produto_cantina5031;7.04;12;16;descricao5031
produto_cantina5032;2.62;16;14;descricao5032
produto_cantina5033;40.4;4;5;descricao5033
produto_cantina5034;24.95;11;12;descricao5034
produto_cantina5035;22.8;44;19;descricao5035
produto_cantina5036;27.31;8;8;descricao5036
produto_cantina5037;12.0;13;6;descricao5037
produto_cantina5038;49.16;28;2;descricao5038
produto_cantina5039;15.84;25;17;descricao5039
produto_cantina5040;23.41;45;10;descricao5040
produto_cantina5041;39.78;3;4;descricao5041
produto_cantina5042;49.12;25;6;descricao5042
produto_cantina5043;10.77;36;2;descricao5043
produto_cantina5044;29.29;12;10;descricao5044
produto_cantina5045;7.28;12;12;descricao5045
produto_cantina5046;24.77;9;6;descricao5046
produto_cantina5047;48.68;6;14;descricao5047
produto_cantina5048;48.71;45;3;descricao5048
produto_cantina5049;26.83;1;20;descricao5049
produto_cantina5050;10.53;4;7;descricao5050
produto_cantina5051;21.92;5;8;descricao5051
produto_cantina5052;23.63;19;16;descricao5052
produto_cantina5053;40.43;43;18;descricao5053
produto_cantina5054;11.68;1;16;descricao5054
produto_cantina5055;35.61;23;14;descricao5055
produto_cantina5056;39.2;19;1;descricao5056
produto_cantina5057;33.59;27;6;descricao5057
produto_cantina5058;6.02;5;18;descricao5058
produto_cantina5059;28.97;13;17;descricao5059
produto_cantina5060;17.11;40;19;descricao5060
produto_cantina5061;49.44;9;13;descricao5061
produto_cantina5062;15.07;44;15;descricao5062
produto_cantina5063;36.47;18;3;descricao5063
produto_cantina5064;48.3;8;10;descricao5064
produto_cantina5065;35.75;21;1;descricao5065
produto_cantina5066;30.78;20;12;descricao5066
produto_cantina5067;44.92;39;18;descricao5067
produto_cantina5068;42.98;38;14;descricao5068
produto_cantina5069;23.44;45;15;descricao5069
produto_cantina5070;34.18;36;12;descricao5070
produto_cantina5071;3.87;21;18;descricao5071
produto_cantina5072;8.83;30;9;descricao5072
produto_cantina5073;32.79;39;20;descricao5073
produto_cantina5074;29.31;18;9;descricao5074
produto_cantina5075;15.38;4;4;descricao5075
produto_cantina5076;30.35;45;7;descricao5076
produto_cantina5077;10.41;9;1;descricao5077
produto_cantina5078;37.36;35;16;descricao5078
produto_cantina5079;32.7;26;19;descricao5079
produto_cantina5080;3.83;28;9;descricao5080
produto_cantina5081;3.37;45;9;descricao5081
produto_cantina5082;36.96;1;18;descricao5082
produto_cantina5083;48.76;18;17;descricao5083
produto_cantina5084;12.43;35;12;descricao5084
produto_cantina5085;6.93;43;15;descricao5085
produto_cantina5086;31.44;15;2;descricao5086
produto_cantina5087;40.92;17;10;descricao5087
produto_cantina5088;44.97;34;2;descricao5088
produto_cantina5089;49.5;17;3;descricao5089
produto_cantina5090;45.18;44;20;descricao5090
produto_cantina5091;22.87;27;3;descricao5091
produto_cantina5092;41.88;18;20;descricao5092
produto_cantina5093;24.69;50;13;descricao5093
produto_cantina5094;23.37;36;17;descricao5094
produto_cantina5095;3.1;38;5;descricao5095
produto_cantina5096;36.25;49;7;descricao5096
produto_cantina5097;11.23;10;9;descricao5097
produto_cantina5098;18.56;3;11;descricao5098
produto_cantina5099;16.72;5;3;descricao5099
produto_cantina5100;27.44;20;3;descricao5100
produto_cantina5101;44.19;36;6;descricao5101
produto_cantina5102;27.05;49;3;descricao5102
produto_cantina5103;40.96;14;11;descricao5103
produto_cantina5104;46.67;45;13;descricao5104
produto_cantina5105;37.75;34;2;descricao5105
produto_cantina5106;39.01;38;17;descricao5106
produto_cantina5107;40.61;30;13;descricao5107
produto_cantina5108;20.04;26;6;descricao5108
produto_cantina5109;13.29;33;14;descricao5109
produto_cantina5110;46.62;37;5;descricao5110
produto_cantina5111;38.6;7;19;descricao5111
produto_cantina5112;19.75;26;1;descricao5112
produto_cantina5113;46.32;8;7;descricao5113
produto_cantina5114;35.13;49;4;descricao5114
produto_cantina5115;31.61;32;17;descricao5115
produto_cantina5116;20.1;1;19;descricao5116
produto_cantina5117;11.7;33;20;descricao5117
produto_cantina5118;19.33;22;11;descricao5118
produto_cantina5119;5.9;50;4;descricao5119
produto_cantina5120;7.0;31;2;descricao5120
produto_cantina5121;30.88;27;3;descricao5121
produto_cantina5122;15.43;29;3;descricao5122
produto_cantina5123;47.27;6;14;descricao5123
produto_cantina5124;4.55;50;19;descricao5124
produto_cantina5125;26.38;48;15;descricao5125
produto_cantina5126;44.88;6;4;descricao5126
produto_cantina5127;23.02;47;2;descricao5127
produto_cantina5128;26.73;32;13;descricao5128
produto_cantina5129;31.01;23;9;descricao5129
produto_cantina5130;47.96;24;9;descricao5130
produto_cantina5131;2.92;2;20;descricao5131
produto_cantina5132;13.34;20;10;descricao5132
produto_cantina5133;42.15;12;12;descricao5133
produto_cantina5134;18.79;31;8;descricao5134
produto_cantina5135;17.96;24;11;descricao5135
produto_cantina5136;28.93;24;13;descricao5136
produto_cantina5137;46.1;35;15;descricao5137
produto_cantina5138;32.66;3;8;descricao5138
produto_cantina5139;18.09;32;20;descricao5139
produto_cantina5140;28.62;37;1;descricao5140
produto_cantina5141;24.42;13;7;descricao5141
produto_cantina5142;43.84;45;16;descricao5142
produto_cantina5143;21.98;18;3;descricao5143
produto_cantina5144;6.52;11;9;descricao5144
produto_cantina5145;30.68;41;10;descricao5145
produto_cantina5146;44.6;33;12;descricao5146
produto_cantina5147;22.81;16;2;descricao5147
produto_cantina5148;6.05;48;16;descricao5148
produto_cantina5149;49.31;20;19;descricao5149
produto_cantina5150;46.08;20;7;descricao5150
produto_cantina5151;17.05;50;1;descricao5151
produto_cantina5152;12.34;6;13;descricao5152
produto_cantina5153;33.63;22;1;descricao5153
produto_cantina5154;48.25;13;10;descricao5154
produto_cantina5155;49.23;38;3;descricao5155
produto_cantina5156;4.73;46;15;descricao5156
produto_cantina5157;26.66;28;3;descricao5157
produto_cantina5158;4.43;32;14;descricao5158
produto_cantina5159;48.27;15;6;descricao5159
produto_cantina5160;33.0;9;10;descricao5160
produto_cantina5161;35.72;8;14;descricao5161
produto_cantina5162;15.11;5;20;descricao5162
produto_cantina5163;19.04;10;7;descricao5163
produto_cantina5164;11.34;17;12;descricao5164
produto_cantina5165;19.15;41;17;descricao5165
produto_cantina5166;29.22;12;6;descricao5166
produto_cantina5167;14.55;2;11;descricao5167
produto_cantina5168;25.69;15;5;descricao5168
produto_cantina5169;6.78;42;17;descricao5169
produto_cantina5170;12.86;42;10;descricao5170
produto_cantina5171;47.24;46;10;descricao5171
produto_cantina5172;20.08;23;8;descricao5172
produto_cantina5173;15.28;28;5;descricao5173
produto_cantina5174;2.36;32;4;descricao5174
produto_cantina5175;5.62;23;14;descricao5175
produto_cantina5176;25.01;6;19;descricao5176
produto_cantina5177;2.76;36;2;descricao5177
produto_cantina5178;25.33;5;2;descricao5178
produto_cantina5179;14.36;11;16;descricao5179
produto_cantina5180;45.04;15;17;descricao5180
produto_cantina5181;43.67;40;12;descricao5181
produto_cantina5182;24.03;47;15;descricao5182
produto_cantina5183;9.69;11;12;descricao5183
produto_cantina5184;40.84;9;4;descricao5184
produto_cantina5185;9.86;50;8;descricao5185
produto_cantina5186;39.55;6;2;descricao5186
produto_cantina5187;25.93;46;4;descricao5187
produto_cantina5188;29.83;29;18;descricao5188
produto_cantina5189;6.62;29;18;descricao5189
produto_cantina5190;33.44;21;13;descricao5190
produto_cantina5191;5.58;29;19;descricao5191
produto_cantina5192;4.32;38;12;descricao5192
produto_cantina5193;43.79;41;7;descricao5193
produto_cantina5194;25.71;27;6;descricao5194
produto_cantina5195;30.02;16;19;descricao5195
produto_cantina5196;7.88;40;2;descricao5196
produto_cantina5197;33.75;38;18;descricao5197
produto_cantina5198;10.15;11;10;descricao5198
produto_cantina5199;12.34;20;20;descricao5199
produto_cantina5200;29.99;1;20;descricao5200
produto_cantina5201;33.52;20;17;descricao5201
produto_cantina5202;23.09;1;6;descricao5202
produto_cantina5203;6.8;42;1;descricao5203
produto_cantina5204;12.68;25;17;descricao5204
produto_cantina5205;28.72;21;19;descricao5205
produto_cantina5206;47.72;44;18;descricao5206
produto_cantina5207;13.16;37;15;descricao5207
produto_cantina5208;7.67;4;3;descricao5208
produto_cantina5209;28.94;48;15;descricao5209
produto_cantina5210;21.82;27;20;descricao5210
produto_cantina5211;2.53;26;6;descricao5211
produto_cantina5212;19.8;18;20;descricao5212
produto_cantina5213;16.23;22;11;descricao5213
produto_cantina5214;37.66;36;12;descricao5214
produto_cantina5215;28.37;25;13;descricao5215
produto_cantina5216;42.78;21;12;descricao5216
produto_cantina5217;46.88;24;13;descricao5217
produto_cantina5218;17.14;15;15;descricao5218
produto_cantina5219;34.06;20;17;descricao5219
produto_cantina5220;32.52;5;11;descricao5220
produto_cantina5221;2.04;3;9;descricao5221
produto_cantina5222;25.78;40;5;descricao5222
produto_cantina5223;15.17;40;11;descricao5223
produto_cantina5224;7.2;33;8;descricao5224
produto_cantina5225;12.03;23;10;descricao5225
produto_cantina5226;24.93;1;2;descricao5226
produto_cantina5227;15.98;42;13;descricao5227
produto_cantina5228;48.28;36;3;descricao5228
produto_cantina5229;39.81;44;19;descricao5229
produto_cantina5230;18.04;5;5;descricao5230
produto_cantina5231;5.63;22;7;descricao5231
produto_cantina5232;2.26;38;7;descricao5232
produto_cantina5233;35.54;26;9;descricao5233
produto_cantina5234;45.05;3;4;descricao5234
produto_cantina5235;21.15;39;4;descricao5235
produto_cantina5236;34.47;6;16;descricao5236
produto_cantina5237;22.56;1;1;descricao5237
produto_cantina5238;32.06;11;5;descricao5238
produto_cantina5239;14.57;20;5;descricao5239
produto_cantina5240;23.57;11;14;descricao5240
produto_cantina5241;49.53;2;13;descricao5241
produto_cantina5242;45.31;16;10;descricao5242
produto_cantina5243;23.77;10;19;descricao5243
produto_cantina5244;49.84;9;10;descricao5244
produto_cantina5245;12.63;13;3;descricao5245
produto_cantina5246;28.93;19;17;descricao5246
produto_cantina5247;10.79;40;2;descricao5247
produto_cantina5248;23.59;14;6;descricao5248
produto_cantina5249;48.32;48;12;descricao5249
produto_cantina5250;40.93;2;16;descricao5250
produto_cantina5251;35.24;50;16;descricao5251
produto_cantina5252;5.76;16;20;descricao5252
produto_cantina5253;9.6;39;18;descricao5253
produto_cantina5254;33.21;10;15;descricao5254
produto_cantina5255;40.04;10;9;descricao5255
produto_cantina5256;7.42;19;18;descricao5256
produto_cantina5257;31.71;50;10;descricao5257
produto_cantina5258;45.52;17;1;descricao5258
produto_cantina5259;23.58;31;17;descricao5259
produto_cantina5260;45.85;13;6;descricao5260
produto_cantina5261;29.44;12;4;descricao5261
produto_cantina5262;26.68;37;6;descricao5262
produto_cantina5263;3.2;3;8;descricao5263
produto_cantina5264;47.52;8;17;descricao5264
produto_cantina5265;37.33;24;5;descricao5265
produto_cantina5266;13.59;20;20;descricao5266
produto_cantina5267;49.17;36;16;descricao5267
produto_cantina5268;33.01;12;15;descricao5268
produto_cantina5269;18.69;2;11;descricao5269
produto_cantina5270;16.05;31;9;descricao5270
produto_cantina5271;13.54;28;9;descricao5271
produto_cantina5272;42.01;9;16;descricao5272
produto_cantina5273;24.81;17;16;descricao5273
produto_cantina5274;49.35;47;11;descricao5274
produto_cantina5275;31.08;16;1;descricao5275
produto_cantina5276;49.35;10;6;descricao5276
produto_cantina5277;26.2;35;7;descricao5277
produto_cantina5278;43.88;4;14;descricao5278
produto_cantina5279;29.69;45;17;descricao5279
produto_cantina5280;40.55;41;9;descricao5280
produto_cantina5281;40.98;45;19;descricao5281
produto_cantina5282;40.63;1;5;descricao5282
produto_cantina5283;30.9;15;9;descricao5283
produto_cantina5284;2.94;43;14;descricao5284
produto_cantina5285;23.72;9;9;descricao5285
produto_cantina5286;25.16;1;17;descricao5286
produto_cantina5287;15.96;25;7;descricao5287
produto_cantina5288;5.21;40;9;descricao5288
produto_cantina5289;37.75;25;8;descricao5289
produto_cantina5290;15.17;47;6;descricao5290
produto_cantina5291;31.02;12;20;descricao5291
produto_cantina5292;37.45;28;7;descricao5292
produto_cantina5293;46.05;12;16;descricao5293
produto_cantina5294;21.5;18;8;descricao5294
produto_cantina5295;22.59;14;1;descricao5295
produto_cantina5296;19.07;50;8;descricao5296
produto_cantina5297;26.64;32;5;descricao5297
produto_cantina5298;10.86;28;16;descricao5298
produto_cantina5299;11.41;40;17;descricao5299
produto_cantina5300;14.97;49;19;descricao5300
produto_cantina5301;45.69;10;11;descricao5301
produto_cantina5302;3.66;46;15;descricao5302
produto_cantina5303;2.68;16;1;descricao5303
produto_cantina5304;39.29;14;9;descricao5304
produto_cantina5305;6.98;37;19;descricao5305
produto_cantina5306;6.74;3;16;descricao5306
produto_cantina5307;21.25;33;8;descricao5307
produto_cantina5308;21.65;50;14;descricao5308
produto_cantina5309;47.96;1;2;descricao5309
produto_cantina5310;42.2;12;20;descricao5310
produto_cantina5311;21.96;16;8;descricao5311
produto_cantina5312;20.78;14;9;descricao5312
produto_cantina5313;36.58;43;11;descricao5313
produto_cantina5314;42.32;40;7;descricao5314
produto_cantina5315;46.57;20;12;descricao5315
produto_cantina5316;23.7;9;15;descricao5316
produto_cantina5317;2.67;34;9;descricao5317
produto_cantina5318;9.67;15;4;descricao5318
produto_cantina5319;8.64;9;16;descricao5319
produto_cantina5320;48.78;19;3;descricao5320
produto_cantina5321;31.2;42;5;descricao5321
produto_cantina5322;13.65;28;6;descricao5322
produto_cantina5323;30.31;26;16;descricao5323
produto_cantina5324;44.86;19;9;descricao5324
produto_cantina5325;42.89;45;6;descricao5325
produto_cantina5326;43.75;39;14;descricao5326
produto_cantina5327;47.12;24;10;descricao5327
produto_cantina5328;11.74;5;1;descricao5328
produto_cantina5329;41.9;33;19;descricao5329
produto_cantina5330;23.75;48;19;descricao5330
produto_cantina5331;15.63;2;3;descricao5331
produto_cantina5332;28.42;6;4;descricao5332
produto_cantina5333;10.82;40;8;descricao5333
produto_cantina5334;31.45;25;5;descricao5334
produto_cantina5335;3.38;31;9;descricao5335
produto_cantina5336;41.47;24;11;descricao5336
produto_cantina5337;33.35;15;5;descricao5337
produto_cantina5338;16.16;15;16;descricao5338
produto_cantina5339;22.56;4;2;descricao5339
produto_cantina5340;41.88;35;6;descricao5340
produto_cantina5341;17.35;32;14;descricao5341
produto_cantina5342;23.49;21;17;descricao5342
produto_cantina5343;34.58;8;2;descricao5343
produto_cantina5344;45.51;36;11;descricao5344
produto_cantina5345;17.53;22;6;descricao5345
produto_cantina5346;42.29;18;9;descricao5346
produto_cantina5347;38.6;26;3;descricao5347
produto_cantina5348;28.82;50;1;descricao5348
produto_cantina5349;24.43;25;3;descricao5349
produto_cantina5350;9.79;47;15;descricao5350
produto_cantina5351;38.81;20;5;descricao5351
produto_cantina5352;24.56;26;3;descricao5352
produto_cantina5353;38.51;3;8;descricao5353
produto_cantina5354;39.1;35;16;descricao5354
produto_cantina5355;14.47;22;15;descricao5355
produto_cantina5356;17.36;24;13;descricao5356
produto_cantina5357;40.71;25;18;descricao5357
produto_cantina5358;29.18;26;20;descricao5358
produto_cantina5359;5.57;2;1;descricao5359
produto_cantina5360;14.78;40;14;descricao5360
produto_cantina5361;15.04;28;15;descricao5361
produto_cantina5362;9.91;33;16;descricao5362
produto_cantina5363;4.38;20;11;descricao5363
produto_cantina5364;31.89;26;19;descricao5364
produto_cantina5365;9.34;18;10;descricao5365
produto_cantina5366;39.16;38;8;descricao5366
produto_cantina5367;16.06;50;13;descricao5367
produto_cantina5368;46.25;23;3;descricao5368
produto_cantina5369;39.64;24;13;descricao5369
produto_cantina5370;40.44;27;1;descricao5370
produto_cantina5371;6.36;44;8;descricao5371
produto_cantina5372;36.13;1;9;descricao5372
produto_cantina5373;13.04;43;13;descricao5373
produto_cantina5374;29.91;4;16;descricao5374
produto_cantina5375;37.93;42;5;descricao5375
produto_cantina5376;17.61;18;4;descricao5376
produto_cantina5377;9.81;43;3;descricao5377
produto_cantina5378;31.06;11;2;descricao5378
produto_cantina5379;49.47;21;9;descricao5379
produto_cantina5380;37.53;24;4;descricao5380
produto_cantina5381;15.74;37;16;descricao5381
produto_cantina5382;25.82;34;1;descricao5382
produto_cantina5383;47.5;5;3;descricao5383
produto_cantina5384;8.89;43;3;descricao5384
produto_cantina5385;23.18;22;13;descricao5385
produto_cantina5386;44.98;40;18;descricao5386
produto_cantina5387;15.64;30;1;descricao5387
produto_cantina5388;36.09;28;6;descricao5388
produto_cantina5389;20.73;12;13;descricao5389
produto_cantina5390;2.35;24;9;descricao5390
produto_cantina5391;35.43;20;12;descricao5391
produto_cantina5392;47.57;23;18;descricao5392
produto_cantina5393;4.3;14;15;descricao5393
produto_cantina5394;48.38;6;20;descricao5394
produto_cantina5395;41.94;24;13;descricao5395
produto_cantina5396;42.61;21;8;descricao5396
produto_cantina5397;20.75;27;19;descricao5397
produto_cantina5398;35.99;18;10;descricao5398
produto_cantina5399;43.58;15;8;descricao5399
produto_cantina5400;50.0;26;5;descricao5400
produto_cantina5401;11.86;17;18;descricao5401
produto_cantina5402;38.73;23;14;descricao5402
produto_cantina5403;18.7;41;15;descricao5403
produto_cantina5404;47.54;2;18;descricao5404
produto_cantina5405;49.2;12;10;descricao5405
produto_cantina5406;18.53;50;9;descricao5406
produto_cantina5407;10.24;45;20;descricao5407
produto_cantina5408;10.31;17;2;descricao5408
produto_cantina5409;22.94;50;7;descricao5409
produto_cantina5410;27.15;25;12;descricao5410
produto_cantina5411;33.26;14;4;descricao5411
produto_cantina5412;13.22;46;1;descricao5412
produto_cantina5413;43.2;17;9;descricao5413
produto_cantina5414;13.31;20;16;descricao5414
produto_cantina5415;7.62;3;10;descricao5415
produto_cantina5416;33.59;37;2;descricao5416
produto_cantina5417;36.91;34;3;descricao5417
produto_cantina5418;16.46;11;16;descricao5418
produto_cantina5419;15.86;26;12;descricao5419
produto_cantina5420;6.24;23;5;descricao5420
produto_cantina5421;6.64;20;8;descricao5421
produto_cantina5422;43.31;2;1;descricao5422
produto_cantina5423;17.3;19;8;descricao5423
produto_cantina5424;6.02;22;15;descricao5424
produto_cantina5425;9.33;1;20;descricao5425
produto_cantina5426;14.87;15;10;descricao5426
produto_cantina5427;43.8;20;15;descricao5427
produto_cantina5428;6.54;21;8;descricao5428
produto_cantina5429;35.77;9;19;descricao5429
produto_cantina5430;39.42;7;17;descricao5430
produto_cantina5431;6.77;29;4;descricao5431
produto_cantina5432;21.54;46;5;descricao5432
produto_cantina5433;11.72;10;13;descricao5433
produto_cantina5434;39.69;18;10;descricao5434
produto_cantina5435;12.25;2;11;descricao5435
produto_cantina5436;25.78;43;2;descricao5436
produto_cantina5437;25.98;34;7;descricao5437
produto_cantina5438;36.25;27;15;descricao5438
produto_cantina5439;33.7;43;16;descricao5439
produto_cantina5440;18.15;42;20;descricao5440
produto_cantina5441;5.16;49;13;descricao5441
produto_cantina5442;28.05;21;16;descricao5442
produto_cantina5443;4.45;36;6;descricao5443
produto_cantina5444;38.63;11;6;descricao5444
produto_cantina5445;30.72;14;18;descricao5445
produto_cantina5446;41.22;17;7;descricao5446
produto_cantina5447;35.11;31;6;descricao5447
produto_cantina5448;25.95;33;3;descricao5448
produto_cantina5449;46.12;47;2;descricao5449
produto_cantina5450;2.01;41;1;descricao5450
produto_cantina5451;30.05;13;15;descricao5451
produto_cantina5452;48.95;18;1;descricao5452
produto_cantina5453;12.97;34;20;descricao5453
produto_cantina5454;46.92;6;1;descricao5454
produto_cantina5455;6.88;12;16;descricao5455
produto_cantina5456;49.87;2;2;descricao5456
produto_cantina5457;27.52;44;12;descricao5457
produto_cantina5458;22.98;32;1;descricao5458
produto_cantina5459;17.34;8;3;descricao5459
produto_cantina5460;4.23;38;15;descricao5460
produto_cantina5461;35.44;25;2;descricao5461
produto_cantina5462;27.37;19;13;descricao5462
produto_cantina5463;28.98;20;15;descricao5463
produto_cantina5464;3.05;34;17;descricao5464
produto_cantina5465;39.83;35;14;descricao5465
produto_cantina5466;46.02;34;1;descricao5466
produto_cantina5467;40.41;50;19;descricao5467
produto_cantina5468;8.5;22;20;descricao5468
produto_cantina5469;2.09;24;15;descricao5469
produto_cantina5470;36.55;45;8;descricao5470
produto_cantina5471;27.8;24;12;descricao5471
produto_cantina5472;26.63;43;2;descricao5472
produto_cantina5473;23.78;19;20;descricao5473
produto_cantina5474;9.17;27;15;descricao5474
produto_cantina5475;29.1;16;19;descricao5475
produto_cantina5476;22.7;23;3;descricao5476
produto_cantina5477;14.33;28;16;descricao5477
produto_cantina5478;37.87;41;18;descricao5478
produto_cantina5479;27.74;8;13;descricao5479
produto_cantina5480;26.93;30;2;descricao5480
produto_cantina5481;20.7;28;6;descricao5481
produto_cantina5482;24.78;25;7;descricao5482
produto_cantina5483;39.96;26;11;descricao5483
produto_cantina5484;36.49;16;18;descricao5484
produto_cantina5485;36.93;14;3;descricao5485
produto_cantina5486;29.24;12;10;descricao5486
produto_cantina5487;26.86;50;4;descricao5487
produto_cantina5488;9.49;36;10;descricao5488
produto_cantina5489;34.39;15;5;descricao5489
produto_cantina5490;7.73;41;15;descricao5490
produto_cantina5491;15.43;18;6;descricao5491
produto_cantina5492;19.44;50;12;descricao5492
produto_cantina5493;33.32;50;20;descricao5493
produto_cantina5494;34.09;34;14;descricao5494
produto_cantina5495;29.07;25;1;descricao5495
produto_cantina5496;25.06;46;12;descricao5496
produto_cantina5497;8.02;25;6;descricao5497
produto_cantina5498;26.87;8;2;descricao5498
produto_cantina5499;37.12;34;8;descricao5499
produto_cantina5500;13.5;15;18;descricao5500
produto_cantina5501;38.79;13;10;descricao5501
produto_cantina5502;26.15;8;18;descricao5502
produto_cantina5503;43.6;13;14;descricao5503
produto_cantina5504;48.06;36;19;descricao5504
produto_cantina5505;43.74;37;15;descricao5505
produto_cantina5506;39.71;46;15;descricao5506
produto_cantina5507;37.13;9;11;descricao5507
produto_cantina5508;39.79;18;5;descricao5508
produto_cantina5509;14.56;9;3;descricao5509
produto_cantina5510;34.71;48;19;descricao5510
produto_cantina5511;25.37;2;1;descricao5511
produto_cantina5512;44.84;16;14;descricao5512
produto_cantina5513;21.44;45;4;descricao5513
produto_cantina5514;16.03;38;19;descricao5514
produto_cantina5515;30.84;8;4;descricao5515
produto_cantina5516;5.36;14;4;descricao5516
produto_cantina5517;20.8;42;5;descricao5517
produto_cantina5518;38.78;43;1;descricao5518
produto_cantina5519;34.49;30;2;descricao5519
produto_cantina5520;49.43;9;14;descricao5520
produto_cantina5521;35.81;44;4;descricao5521
produto_cantina5522;18.7;4;17;descricao5522
produto_cantina5523;3.54;44;13;descricao5523
produto_cantina5524;21.16;4;5;descricao5524
produto_cantina5525;39.24;36;6;descricao5525
produto_cantina5526;19.19;30;12;descricao5526
produto_cantina5527;38.92;3;17;descricao5527
produto_cantina5528;27.92;27;16;descricao5528
produto_cantina5529;8.44;39;7;descricao5529
produto_cantina5530;49.05;43;2;descricao5530
produto_cantina5531;16.43;2;19;descricao5531
produto_cantina5532;46.8;44;6;descricao5532
produto_cantina5533;11.95;10;1;descricao5533
produto_cantina5534;49.85;44;3;descricao5534
produto_cantina5535;28.08;36;12;descricao5535
produto_cantina5536;37.59;16;2;descricao5536
produto_cantina5537;14.41;5;12;descricao5537
produto_cantina5538;24.11;18;19;descricao5538
produto_cantina5539;45.99;12;9;descricao5539
produto_cantina5540;23.47;38;6;descricao5540
produto_cantina5541;40.63;7;5;descricao5541
produto_cantina5542;32.1;31;10;descricao5542
produto_cantina5543;26.49;12;12;descricao5543
produto_cantina5544;11.61;8;20;descricao5544
produto_cantina5545;6.82;11;14;descricao5545
produto_cantina5546;28.39;47;12;descricao5546
produto_cantina5547;7.83;39;4;descricao5547
produto_cantina5548;20.85;16;19;descricao5548
produto_cantina5549;38.7;45;5;descricao5549
produto_cantina5550;41.06;41;7;descricao5550
produto_cantina5551;20.78;46;15;descricao5551
produto_cantina5552;33.46;24;14;descricao5552
produto_cantina5553;48.76;34;13;descricao5553
produto_cantina5554;48.36;1;10;descricao5554
