nome;valor_venda;quantidade;id_categoria;id_tipo_camisa;id_cor;id_tamanho
camisa6205;22.54;10;10;4;5;3
camisa6206;40.66;36;13;4;2;4
camisa6207;20.43;19;3;1;2;4
camisa6208;44.53;7;4;2;1;2
camisa6209;33.21;15;7;4;1;4
camisa6210;20.14;37;2;3;3;3
camisa6211;31.63;1;14;1;2;2
camisa6212;38.02;19;2;5;5;4
camisa6213;42.81;35;9;3;5;1
camisa6214;33.08;27;12;5;2;1
camisa6215;40.41;50;12;4;4;1
camisa6216;28.19;18;5;3;3;3
camisa6217;48.91;45;1;2;3;1
camisa6218;24.09;9;16;1;5;5
camisa6219;33.56;6;3;2;2;1
camisa6220;32.28;49;2;5;3;2
camisa6221;43.58;20;5;4;1;1
camisa6222;20.36;32;2;3;4;2
camisa6223;45.99;25;16;2;5;4
camisa6224;38.3;4;5;3;2;4
camisa6225;34.54;2;4;3;5;2
camisa6226;43.27;31;16;2;5;1
camisa6227;45.05;34;6;4;4;3
camisa6228;22.61;47;6;5;5;1
camisa6229;30.95;4;2;2;2;2
camisa6230;49.57;27;9;2;1;2
camisa6231;23.45;42;14;4;3;1
camisa6232;25.35;26;6;1;2;2
camisa6233;24.6;3;9;3;5;4
camisa6234;34.58;31;10;3;3;4
camisa6235;46.87;19;10;2;2;5
camisa6236;26.75;10;6;5;3;4
camisa6237;43.15;14;1;3;5;2
camisa6238;44.18;15;16;1;3;2
camisa6239;43.99;45;13;2;4;4
camisa6240;25.85;24;4;4;2;4
camisa6241;33.16;32;3;5;2;5
camisa6242;21.35;31;11;4;3;2
camisa6243;31.02;22;17;5;2;1
camisa6244;24.37;24;9;2;3;3
camisa6245;46.03;13;5;2;1;1
camisa6246;24.64;45;16;2;2;2
camisa6247;48.1;49;3;1;1;1
camisa6248;24.49;6;7;2;5;5
camisa6249;49.65;29;9;5;3;2
camisa6250;42.82;8;10;1;2;2
camisa6251;42.94;4;1;2;1;3
camisa6252;46.04;18;15;2;5;2
camisa6253;36.49;32;2;3;3;2
camisa6254;45.66;28;3;1;4;5
camisa6255;41.31;24;10;5;4;3
camisa6256;22.38;45;16;5;4;4
camisa6257;31.18;23;7;4;2;1
camisa6258;35.22;13;18;4;5;4
camisa6259;35.32;34;6;3;5;1
camisa6260;45.68;16;5;3;1;3
camisa6261;28.39;41;10;1;2;1
camisa6262;29.33;6;18;5;3;1
camisa6263;41.65;19;4;5;5;4
camisa6264;32.03;16;7;3;4;5
camisa6265;44.97;13;8;2;4;1
camisa6266;23.92;35;1;2;4;1
camisa6267;39.15;18;8;2;5;5
camisa6268;20.45;50;5;3;1;4
camisa6269;44.53;10;5;1;4;5
camisa6270;35.24;42;4;5;3;5
camisa6271;24.6;24;20;4;5;4
camisa6272;40.71;43;2;3;5;1
camisa6273;29.32;18;9;4;3;3
camisa6274;37.48;39;1;1;1;2
camisa6275;43.09;17;5;5;3;2
camisa6276;38.89;39;10;3;5;3
camisa6277;21.64;47;15;5;1;1
camisa6278;34.36;12;5;5;4;4
camisa6279;40.93;44;8;4;2;1
camisa6280;22.85;13;18;5;4;2
camisa6281;45.95;3;19;2;4;5
camisa6282;33.63;11;7;3;2;4
camisa6283;46.14;14;6;2;2;4
camisa6284;30.0;28;4;2;5;3
camisa6285;20.93;2;20;4;4;4
camisa6286;36.31;9;10;5;1;1
camisa6287;30.83;11;11;5;4;1
camisa6288;37.71;34;20;4;1;5
camisa6289;47.0;10;6;3;1;4
camisa6290;44.15;19;11;5;1;3
camisa6291;33.92;31;8;3;3;2
camisa6292;35.35;10;18;4;4;2
camisa6293;41.35;20;1;4;2;1
camisa6294;37.41;4;17;4;4;1
camisa6295;32.01;27;16;2;4;5
camisa6296;30.71;36;2;3;4;5
camisa6297;49.02;26;16;5;2;3
camisa6298;48.5;45;11;2;5;2
camisa6299;42.14;9;7;4;3;4
camisa6300;35.06;20;14;1;2;1
camisa6301;46.87;21;10;4;4;1
camisa6302;48.35;33;2;4;5;5
camisa6303;25.36;47;13;2;5;5
camisa6304;30.14;36;6;4;1;1
camisa6305;49.9;36;2;4;5;3
camisa6306;27.26;21;12;3;1;3
camisa6307;48.56;14;3;2;4;4
camisa6308;45.26;40;3;1;4;3
camisa6309;45.56;24;18;3;3;3
camisa6310;44.95;48;14;5;1;5
camisa6311;36.47;23;7;1;2;3
camisa6312;21.38;28;8;5;3;1
camisa6313;33.81;9;6;2;5;2
camisa6314;44.37;37;8;4;1;1
camisa6315;26.52;34;10;2;1;1
camisa6316;23.28;6;18;4;4;2
camisa6317;43.96;7;10;2;4;4
camisa6318;37.33;34;11;5;3;2
camisa6319;25.14;41;3;5;1;5
camisa6320;31.48;2;3;5;4;1
camisa6321;44.36;40;14;1;1;3
camisa6322;24.42;27;18;2;3;3
camisa6323;21.06;41;14;2;1;3
camisa6324;36.57;28;4;1;5;1
camisa6325;47.21;26;19;1;3;3
camisa6326;42.97;33;8;3;1;2
camisa6327;37.48;18;10;1;5;5
camisa6328;39.79;42;2;1;2;5
camisa6329;36.02;43;4;3;2;1
camisa6330;43.95;36;16;5;1;1
camisa6331;46.06;33;6;5;5;1
camisa6332;22.18;16;2;1;1;2
camisa6333;33.51;2;7;3;1;2
camisa6334;25.35;15;8;5;4;3
camisa6335;28.51;19;8;3;1;1
camisa6336;30.97;7;9;1;5;5
camisa6337;49.17;10;6;5;1;1
camisa6338;33.68;14;10;3;1;2
camisa6339;40.14;31;3;2;3;4
camisa6340;41.73;7;2;1;1;5
camisa6341;47.77;17;9;1;4;3
camisa6342;32.66;31;16;5;1;4
camisa6343;40.04;45;1;2;3;3
camisa6344;32.52;7;7;2;3;3
camisa6345;41.79;9;11;1;2;2
camisa6346;39.62;23;4;5;3;2
camisa6347;46.1;1;3;1;3;4
camisa6348;33.84;34;13;2;1;1
camisa6349;35.06;45;6;1;3;4
camisa6350;22.06;12;2;1;3;1
camisa6351;45.47;32;14;3;1;1
camisa6352;21.05;11;4;2;1;5
camisa6353;31.67;49;4;4;4;4
camisa6354;26.16;27;1;3;4;1
camisa6355;32.42;23;8;4;4;5
camisa6356;48.36;48;16;3;2;5
camisa6357;45.2;44;8;4;3;4
camisa6358;41.04;16;20;4;4;1
camisa6359;40.71;7;17;1;4;2
camisa6360;24.15;50;16;2;3;4
camisa6361;26.98;12;16;3;2;1
camisa6362;35.07;17;8;1;4;3
camisa6363;25.96;33;12;5;2;4
camisa6364;39.2;41;19;3;5;2
camisa6365;39.41;38;11;3;1;1
camisa6366;39.32;11;9;4;1;5
camisa6367;36.28;43;17;2;3;1
camisa6368;27.43;10;6;1;1;5
camisa6369;28.42;47;16;4;4;2
camisa6370;42.15;12;19;3;4;5
camisa6371;44.15;22;16;3;1;5
camisa6372;42.51;36;1;3;2;4
camisa6373;43.38;27;6;1;3;4
camisa6374;44.16;8;18;5;5;3
camisa6375;46.4;25;18;5;5;3
camisa6376;47.04;25;6;1;4;2
camisa6377;22.62;33;14;2;1;3
camisa6378;48.0;45;20;1;3;5
camisa6379;28.3;28;15;1;3;1
camisa6380;41.59;18;7;2;3;3
camisa6381;35.9;13;8;3;5;3
camisa6382;44.35;30;12;3;1;4
camisa6383;34.75;8;2;2;4;4
camisa6384;40.06;15;14;2;5;4
camisa6385;34.64;42;19;2;2;3
camisa6386;38.08;27;16;3;3;2
camisa6387;46.95;40;7;3;4;3
camisa6388;29.17;22;1;2;5;1
camisa6389;44.45;19;17;3;2;1
camisa6390;49.22;32;13;3;4;4
camisa6391;48.28;34;19;4;5;1
camisa6392;41.09;13;5;4;5;2
camisa6393;21.01;45;16;1;5;2
camisa6394;38.57;12;1;5;2;4
camisa6395;38.26;47;15;3;3;2
camisa6396;34.57;35;17;3;2;2
camisa6397;20.8;1;11;2;5;4
camisa6398;28.09;43;16;1;2;3
camisa6399;38.47;16;15;2;2;1
camisa6400;32.11;36;1;1;4;2
camisa6401;20.51;17;10;1;1;5
camisa6402;41.49;39;3;3;4;2
camisa6403;38.99;7;12;5;1;1
camisa6404;33.93;40;19;1;5;5
camisa6405;44.23;38;16;2;2;4
camisa6406;33.94;32;16;1;5;4
camisa6407;35.08;1;9;4;5;5
camisa6408;25.82;37;5;5;1;4
camisa6409;29.83;50;17;1;2;2
camisa6410;32.29;24;11;4;4;5
camisa6411;21.72;24;11;1;4;3
camisa6412;23.41;1;18;2;2;1
camisa6413;21.23;35;3;3;4;4
camisa6414;23.89;47;4;1;4;4
camisa6415;40.97;29;4;2;5;4
camisa6416;45.86;26;5;3;2;5
camisa6417;35.95;1;19;1;4;3
camisa6418;36.57;2;15;4;3;4
camisa6419;38.63;11;7;2;5;3
camisa6420;43.75;1;9;1;1;2
camisa6421;40.47;38;7;3;1;4
camisa6422;27.27;14;15;2;1;2
camisa6423;45.83;23;13;1;4;5
camisa6424;38.24;38;11;3;5;3
camisa6425;46.85;20;13;3;1;4
camisa6426;45.05;50;18;5;3;3
camisa6427;36.57;7;14;3;2;1
camisa6428;42.07;26;4;2;2;2
camisa6429;27.2;26;19;2;4;2
camisa6430;49.98;29;17;4;1;2
camisa6431;48.9;10;3;4;4;1
camisa6432;42.13;42;19;4;3;1
camisa6433;40.37;11;10;5;3;1
camisa6434;31.46;40;8;3;1;5
camisa6435;31.05;22;15;5;5;5
camisa6436;49.43;31;6;5;1;1
camisa6437;28.34;23;17;1;5;1
camisa6438;31.38;15;15;4;3;1
camisa6439;29.36;6;19;3;2;4
camisa6440;34.49;31;6;1;4;5
camisa6441;47.58;30;6;5;3;4
camisa6442;37.86;7;14;2;5;4
camisa6443;25.76;19;13;1;2;4
camisa6444;20.05;12;16;2;3;1
camisa6445;32.93;6;1;1;4;2
camisa6446;34.31;18;18;3;1;4
camisa6447;34.96;8;13;2;2;2
camisa6448;47.16;11;12;5;5;4
camisa6449;40.06;18;20;3;2;5
camisa6450;27.71;17;9;2;4;5
camisa6451;35.63;34;11;3;3;2
camisa6452;31.47;45;15;5;5;5
camisa6453;28.56;28;11;3;3;3
camisa6454;34.59;27;9;4;5;4
camisa6455;29.49;35;20;2;4;4
camisa6456;46.49;50;9;3;3;4
camisa6457;25.95;41;7;2;4;5
camisa6458;30.03;5;14;1;4;3
camisa6459;41.53;28;13;2;2;1
camisa6460;34.4;38;15;3;4;4
camisa6461;37.37;46;9;1;5;4
camisa6462;36.84;17;8;4;2;4
camisa6463;25.61;3;14;5;1;3
camisa6464;28.84;32;19;4;1;2
camisa6465;38.47;5;5;3;1;1
camisa6466;34.33;5;12;2;5;5
camisa6467;42.04;35;14;4;2;3
camisa6468;21.73;16;4;2;3;1
camisa6469;28.47;33;6;2;3;5
camisa6470;25.26;8;1;4;4;3
camisa6471;38.81;39;2;3;4;5
camisa6472;35.35;43;4;1;4;4
camisa6473;43.87;30;2;2;2;1
camisa6474;49.72;7;15;1;4;3
camisa6475;24.0;3;13;4;2;5
camisa6476;36.36;39;16;5;4;4
camisa6477;48.82;48;5;1;5;2
camisa6478;49.88;16;19;2;5;4
camisa6479;25.13;19;6;2;3;4
camisa6480;31.73;19;2;3;4;3
camisa6481;21.79;47;13;4;2;1
camisa6482;49.13;6;18;1;1;2
camisa6483;27.77;36;20;5;2;1
camisa6484;22.26;5;9;2;5;4
camisa6485;24.17;19;5;5;5;5
camisa6486;31.88;39;11;3;4;2
camisa6487;27.8;25;20;5;1;2
camisa6488;22.49;6;17;3;5;3
camisa6489;35.47;48;1;2;3;3
camisa6490;47.45;49;16;5;3;5
camisa6491;33.24;23;1;1;4;3
camisa6492;22.26;13;12;5;3;4
camisa6493;46.51;26;17;5;4;3
camisa6494;47.87;4;14;2;1;2
camisa6495;22.1;21;1;1;2;4
camisa6496;33.29;8;2;2;3;3
camisa6497;45.2;32;19;3;4;1
camisa6498;31.78;37;6;2;4;5
camisa6499;34.64;26;9;1;4;2
camisa6500;48.09;17;9;4;3;1
camisa6501;40.27;16;11;3;2;3
camisa6502;37.5;11;2;4;3;1
camisa6503;23.46;48;19;1;3;4
camisa6504;43.06;15;9;1;2;2
camisa6505;26.15;3;7;3;4;3
camisa6506;40.99;2;20;1;4;3
camisa6507;34.13;3;20;4;3;3
camisa6508;39.26;13;7;1;5;4
camisa6509;20.08;47;4;3;5;5
camisa6510;43.4;31;13;3;2;3
camisa6511;21.91;39;20;2;3;3
camisa6512;40.78;27;20;3;2;5
camisa6513;47.08;36;3;2;5;1
camisa6514;29.36;5;1;2;4;2
camisa6515;27.31;34;1;4;4;3
camisa6516;42.82;26;11;3;1;1
camisa6517;26.25;31;2;4;4;1
camisa6518;38.15;9;16;1;2;4
camisa6519;38.1;47;16;4;5;2
camisa6520;29.16;46;6;4;1;3
camisa6521;24.09;38;9;2;3;3
camisa6522;22.67;39;2;2;1;5
camisa6523;20.55;46;5;3;1;3
camisa6524;31.39;2;4;4;3;2
camisa6525;34.89;7;15;5;2;4
camisa6526;21.11;35;10;2;2;4
camisa6527;20.3;32;6;3;3;3
camisa6528;44.17;21;12;2;2;1
camisa6529;39.06;34;18;1;2;5
camisa6530;21.13;9;16;1;3;3
camisa6531;30.29;45;3;1;1;4
camisa6532;27.11;2;16;3;2;5
camisa6533;42.29;42;19;5;5;1
camisa6534;21.56;32;8;3;3;2
camisa6535;43.26;26;6;5;4;5
camisa6536;25.67;20;1;3;1;1
camisa6537;31.58;42;5;5;2;2
camisa6538;23.66;31;10;5;5;5
camisa6539;29.52;48;6;5;2;3
camisa6540;35.68;31;15;4;3;4
camisa6541;22.53;39;5;5;5;4
camisa6542;43.82;26;16;4;3;3
camisa6543;40.57;4;4;1;2;4
camisa6544;35.43;18;19;3;3;5
camisa6545;30.11;21;10;4;5;5
camisa6546;44.88;38;20;2;1;2
camisa6547;30.02;24;16;2;4;5
camisa6548;49.38;4;3;3;4;3
camisa6549;27.5;25;8;3;3;3
camisa6550;24.06;41;6;2;3;4
camisa6551;48.71;19;20;4;4;4
camisa6552;38.95;11;11;5;3;5
camisa6553;31.19;37;18;4;4;5
camisa6554;37.85;47;12;4;3;3
camisa6555;20.91;23;5;4;4;1
camisa6556;32.44;21;15;2;4;3
camisa6557;46.36;31;2;1;2;2
camisa6558;41.03;42;9;4;1;2
camisa6559;26.52;41;10;1;3;4
camisa6560;21.9;36;7;1;2;1
camisa6561;31.96;23;12;3;2;3
camisa6562;20.2;44;8;5;2;5
camisa6563;43.52;30;11;3;2;3
camisa6564;25.78;12;2;4;4;3
camisa6565;26.04;30;14;4;5;2
camisa6566;24.46;9;19;3;4;1
camisa6567;43.63;37;8;5;1;3
camisa6568;32.73;30;18;1;4;5
camisa6569;24.36;43;14;1;5;3
camisa6570;35.99;28;7;5;1;4
camisa6571;31.79;29;13;4;2;1
camisa6572;35.61;22;3;3;2;3
camisa6573;23.07;4;9;5;5;2
camisa6574;34.24;33;14;1;2;2
camisa6575;24.78;32;2;1;5;2
camisa6576;39.58;2;18;5;2;5
camisa6577;42.86;49;19;2;5;2
camisa6578;24.15;37;2;4;3;3
camisa6579;25.99;28;11;4;5;1
camisa6580;20.88;26;19;5;3;1
camisa6581;37.67;39;8;2;4;3
camisa6582;42.8;32;18;1;1;4
camisa6583;45.24;25;13;5;4;2
camisa6584;35.15;24;14;5;3;3
camisa6585;25.69;5;7;3;2;1
camisa6586;23.63;15;6;3;2;5
camisa6587;49.13;15;10;3;3;1
camisa6588;45.8;42;17;4;2;4
camisa6589;25.06;49;10;5;1;2
camisa6590;47.36;6;16;2;3;2
camisa6591;36.87;2;19;5;1;1
camisa6592;30.43;24;20;1;5;1
camisa6593;30.53;48;3;5;1;2
camisa6594;38.1;24;12;5;4;5
camisa6595;35.89;33;10;4;5;4
camisa6596;34.56;39;11;1;5;2
camisa6597;39.72;26;14;5;2;4
camisa6598;48.57;42;12;1;1;4
camisa6599;28.07;22;12;4;4;4
camisa6600;28.87;7;5;1;3;2
camisa6601;38.41;20;7;3;4;4
camisa6602;26.45;1;3;4;5;3
camisa6603;34.36;12;20;2;4;5
camisa6604;20.19;10;3;4;2;5
camisa6605;38.78;7;5;5;1;4
camisa6606;41.82;9;7;1;1;2
camisa6607;22.27;34;8;1;5;3
camisa6608;26.11;43;15;4;2;4
camisa6609;33.15;7;13;5;2;4
camisa6610;30.62;2;13;3;5;3
camisa6611;43.96;25;2;2;3;3
camisa6612;29.65;10;2;2;3;2
camisa6613;27.53;30;16;3;5;4
camisa6614;30.11;30;15;5;4;1
camisa6615;42.25;38;18;3;2;5
camisa6616;23.05;10;13;1;2;2
camisa6617;40.93;38;1;4;2;1
camisa6618;47.52;2;4;1;4;4
camisa6619;45.59;4;9;2;3;5
camisa6620;24.3;42;17;5;1;2
camisa6621;22.8;25;8;5;3;4
camisa6622;30.59;45;17;4;1;1
camisa6623;38.39;19;14;2;5;3
camisa6624;32.9;18;2;3;3;4
camisa6625;39.11;17;19;3;1;1
camisa6626;31.13;14;5;4;4;5
camisa6627;35.49;39;2;1;4;4
camisa6628;21.8;19;6;1;3;4
camisa6629;29.93;43;12;3;5;4
camisa6630;36.47;45;16;2;4;2
camisa6631;26.15;45;19;2;3;3
camisa6632;26.01;24;19;3;4;4
camisa6633;25.08;1;2;2;4;1
camisa6634;30.59;35;8;4;4;1
camisa6635;31.39;23;19;1;1;2
camisa6636;27.21;33;1;3;1;1
camisa6637;37.84;44;11;4;3;2
camisa6638;24.62;47;16;3;5;1
camisa6639;45.35;47;1;1;4;5
camisa6640;29.84;49;1;5;2;3
camisa6641;29.74;42;6;5;4;1
camisa6642;38.13;21;19;1;3;2
camisa6643;28.33;6;12;5;2;5
camisa6644;39.24;5;20;2;4;3
camisa6645;39.09;43;8;3;2;1
camisa6646;38.79;29;2;2;2;3
camisa6647;43.96;42;18;5;1;2
camisa6648;22.85;15;9;3;4;1
camisa6649;39.11;4;20;2;1;5
camisa6650;25.49;1;15;4;5;5
camisa6651;37.9;45;2;2;2;4
camisa6652;41.98;18;20;1;1;5
camisa6653;28.0;9;17;5;1;4
camisa6654;47.31;27;1;2;1;4
camisa6655;36.52;7;11;2;1;2
camisa6656;34.97;44;1;3;5;5
camisa6657;47.53;15;1;5;3;2
camisa6658;34.41;5;18;3;2;1
camisa6659;30.9;50;16;3;4;4
camisa6660;26.57;15;3;4;5;5
camisa6661;34.14;29;3;5;5;2
camisa6662;22.92;8;8;3;3;3
camisa6663;41.26;6;18;5;3;3
camisa6664;28.64;47;12;2;4;2
camisa6665;42.27;5;14;3;4;5
camisa6666;36.44;17;9;5;3;5
camisa6667;33.02;47;11;1;4;1
camisa6668;31.86;23;5;3;4;3
camisa6669;39.86;47;13;5;4;2
camisa6670;38.4;40;15;2;2;2
camisa6671;36.29;47;18;4;2;3
camisa6672;28.2;12;7;1;2;2
camisa6673;38.81;12;17;5;2;1
camisa6674;39.74;11;10;5;5;5
camisa6675;38.85;42;8;2;1;2
camisa6676;26.19;3;7;5;2;5
camisa6677;44.44;9;9;2;2;1
camisa6678;44.68;10;14;2;2;2
camisa6679;29.6;42;15;5;1;4
camisa6680;36.34;12;15;1;3;5
camisa6681;41.86;2;10;4;3;5
camisa6682;35.75;29;5;1;5;5
camisa6683;33.21;25;12;4;3;5
camisa6684;26.82;37;18;4;3;3
camisa6685;23.72;36;17;5;1;2
camisa6686;31.59;48;15;1;5;4
camisa6687;28.06;22;10;5;2;4
camisa6688;37.54;4;2;3;1;1
camisa6689;35.07;10;12;2;5;3
camisa6690;24.26;29;3;4;3;1
camisa6691;21.68;14;19;1;3;2
camisa6692;45.26;28;10;2;1;3
camisa6693;35.79;9;9;1;1;5
camisa6694;45.14;9;4;2;5;2
camisa6695;46.93;43;11;1;5;1
camisa6696;25.73;18;8;4;4;3
camisa6697;35.72;13;9;4;5;1
camisa6698;42.75;48;7;3;1;2
camisa6699;48.61;41;9;3;4;1
camisa6700;33.14;4;2;5;2;3
camisa6701;31.92;41;16;2;1;4
camisa6702;23.53;19;7;3;3;4
camisa6703;36.77;37;2;3;3;2
camisa6704;44.12;48;19;3;4;5
camisa6705;45.94;22;14;4;3;1
camisa6706;48.71;26;11;2;1;2
camisa6707;40.42;47;14;5;5;5
camisa6708;48.72;45;20;4;3;5
camisa6709;48.1;4;13;1;2;4
camisa6710;26.71;13;18;5;4;5
camisa6711;31.86;45;16;2;4;2
camisa6712;26.26;33;15;1;2;3
camisa6713;45.3;38;5;4;3;3
camisa6714;33.18;11;12;5;1;3
camisa6715;23.61;3;20;5;4;1
camisa6716;49.29;29;10;2;4;1
camisa6717;42.53;24;17;3;2;3
camisa6718;48.49;16;4;4;3;4
camisa6719;28.03;6;1;1;2;2
camisa6720;22.61;49;6;1;3;5
camisa6721;37.79;5;12;4;1;4
camisa6722;25.91;4;7;4;2;2
camisa6723;26.29;16;3;3;3;2
camisa6724;42.39;43;18;3;2;3
camisa6725;23.35;23;12;1;4;4
camisa6726;40.19;49;10;1;4;3
camisa6727;39.68;28;17;1;5;5
camisa6728;22.41;18;6;4;4;3
camisa6729;25.7;43;17;5;2;5
camisa6730;29.86;15;18;2;5;1
camisa6731;36.83;16;12;5;5;2
camisa6732;45.84;5;3;1;1;3
camisa6733;44.04;37;14;2;2;2
camisa6734;39.43;11;17;2;3;1
camisa6735;36.93;34;18;1;2;2
camisa6736;22.7;39;1;4;2;3
camisa6737;34.67;27;20;1;3;4
camisa6738;39.38;23;7;5;4;5
camisa6739;40.72;22;20;1;1;3
camisa6740;28.15;36;6;1;4;5
camisa6741;49.26;4;17;2;5;5
camisa6742;26.28;37;6;1;4;2
camisa6743;39.78;8;4;2;3;5
camisa6744;47.51;6;8;4;2;5
camisa6745;27.26;5;19;5;1;5
camisa6746;24.34;35;17;1;3;4
camisa6747;23.31;39;3;4;5;3
camisa6748;43.95;28;3;2;5;3
camisa6749;25.14;40;14;2;2;3
camisa6750;23.27;9;12;2;1;4
camisa6751;34.94;24;3;2;3;1
camisa6752;24.23;1;12;1;1;1
camisa6753;22.87;25;11;3;3;4
camisa6754;39.25;46;10;1;1;3
camisa6755;33.97;9;9;3;4;4
camisa6756;28.3;40;14;4;2;4
camisa6757;43.43;32;7;1;4;4
camisa6758;30.78;18;7;5;4;5
camisa6759;48.4;37;15;1;3;4
camisa6760;45.07;14;6;5;3;3
camisa6761;31.07;43;14;1;4;3
camisa6762;35.26;5;19;1;2;3
camisa6763;39.98;31;1;5;4;5
camisa6764;46.6;16;13;5;3;4
camisa6765;25.33;2;14;4;5;1
camisa6766;30.15;3;11;4;5;2
camisa6767;32.27;21;2;3;2;2
camisa6768;34.6;42;11;4;5;1
camisa6769;37.56;27;20;1;5;1
camisa6770;47.06;36;2;3;4;2
camisa6771;26.44;3;8;5;5;2
camisa6772;20.4;22;20;4;4;4
camisa6773;25.64;10;14;5;1;3
camisa6774;40.93;6;13;2;1;4
camisa6775;31.34;36;11;2;1;4
camisa6776;37.46;24;13;5;1;3
camisa6777;21.26;40;14;2;2;3
camisa6778;49.3;32;20;5;2;4
camisa6779;20.14;6;1;1;5;5
camisa6780;28.92;23;2;5;3;1
camisa6781;48.92;43;4;1;4;1
camisa6782;35.26;36;11;3;5;5
camisa6783;22.04;4;12;5;4;5
camisa6784;44.68;10;4;5;5;5
camisa6785;28.89;9;12;3;4;3
camisa6786;21.49;34;11;3;5;5
camisa6787;25.66;19;18;4;3;1
camisa6788;33.25;15;6;3;4;3
camisa6789;25.2;50;10;5;1;1
camisa6790;41.32;44;11;2;1;2
camisa6791;48.01;44;3;1;3;5
camisa6792;43.48;36;9;5;3;1
camisa6793;40.95;3;19;3;4;2
camisa6794;23.24;6;15;3;1;5
camisa6795;36.73;40;20;1;3;4
camisa6796;33.14;10;7;5;1;2
camisa6797;45.67;30;16;2;4;3
camisa6798;42.49;4;17;1;2;1
camisa6799;28.91;7;16;2;1;3
camisa6800;30.14;48;20;4;1;1
camisa6801;44.96;37;14;2;2;1
camisa6802;30.73;7;5;1;3;4
camisa6803;42.67;29;17;1;2;2
camisa6804;27.63;27;9;1;2;4
camisa6805;36.59;17;20;2;3;4
camisa6806;23.58;1;6;4;5;2
camisa6807;29.66;22;13;1;2;4
camisa6808;48.69;12;10;3;4;1
camisa6809;48.04;26;13;3;3;1
camisa6810;36.3;38;13;4;4;1
camisa6811;25.7;34;1;4;1;3
camisa6812;40.34;4;2;5;5;5
camisa6813;26.17;37;18;2;1;4
camisa6814;38.53;35;14;3;1;2
camisa6815;46.46;40;11;5;5;1
camisa6816;49.43;2;9;4;4;5
camisa6817;27.53;27;12;4;4;1
camisa6818;22.24;24;2;1;3;4
camisa6819;45.79;17;8;2;4;4
camisa6820;36.62;18;9;4;4;1
camisa6821;40.31;16;1;2;5;1
camisa6822;25.66;17;18;5;2;3
camisa6823;30.96;10;15;2;3;2
camisa6824;20.89;7;10;1;3;5
camisa6825;38.59;12;3;4;4;1
camisa6826;30.76;22;18;4;5;5
camisa6827;22.4;5;10;4;4;3
camisa6828;29.82;35;10;3;4;3
camisa6829;23.07;10;10;4;3;2
camisa6830;38.32;25;16;5;2;5
camisa6831;48.37;26;14;3;1;2
camisa6832;39.55;31;14;1;4;4
camisa6833;22.1;18;10;2;1;3
camisa6834;40.17;40;5;4;3;5
camisa6835;42.0;38;10;1;2;1
camisa6836;32.01;47;17;2;3;4
camisa6837;45.42;4;18;4;1;3
camisa6838;30.12;39;15;4;3;4
camisa6839;32.68;9;18;2;1;5
camisa6840;38.71;50;7;2;3;3
camisa6841;23.08;28;7;3;5;5
camisa6842;41.44;8;13;2;3;5
camisa6843;23.38;45;5;4;1;5
camisa6844;24.01;12;16;2;5;1
camisa6845;43.06;49;10;1;4;3
camisa6846;44.49;28;1;5;2;4
camisa6847;38.33;27;9;1;4;1
camisa6848;38.72;37;1;4;4;2
camisa6849;46.24;47;12;1;4;3
camisa6850;21.71;50;8;1;2;3
camisa6851;42.05;14;14;2;1;2
camisa6852;23.14;23;19;3;5;5
camisa6853;23.93;3;16;2;5;1
camisa6854;37.92;9;2;4;1;1
camisa6855;37.07;9;9;1;2;1
camisa6856;41.16;34;15;5;5;2
camisa6857;38.74;42;14;1;1;5
camisa6858;49.22;32;8;4;2;2
camisa6859;35.67;19;17;3;2;2
camisa6860;44.6;12;16;1;5;2
camisa6861;44.47;27;18;3;1;3
camisa6862;27.41;27;7;2;3;3
camisa6863;34.93;27;9;3;1;1
camisa6864;38.8;8;9;4;5;5
camisa6865;23.66;14;6;5;4;5
camisa6866;31.6;34;3;1;1;5
camisa6867;47.05;34;18;5;4;1
camisa6868;28.77;10;20;4;1;3
camisa6869;40.74;50;20;5;3;2
camisa6870;41.24;13;6;5;2;1
camisa6871;40.68;40;4;1;2;2
camisa6872;22.67;13;4;1;5;2
camisa6873;35.97;10;2;4;2;5
camisa6874;34.22;20;9;2;2;1
camisa6875;43.77;48;3;5;2;5
camisa6876;21.73;29;1;5;5;4
camisa6877;27.8;3;5;1;1;3
camisa6878;20.1;8;14;2;1;4
camisa6879;22.11;19;3;3;3;1
camisa6880;43.54;14;3;5;3;3
camisa6881;21.7;12;19;3;2;5
camisa6882;38.24;24;9;1;2;3
camisa6883;46.77;18;3;1;4;2
camisa6884;25.06;49;19;5;4;4
camisa6885;22.36;24;1;2;3;1
camisa6886;29.01;31;9;2;1;2
camisa6887;22.97;13;13;1;1;3
camisa6888;47.04;2;20;3;4;1
camisa6889;34.89;24;13;4;5;3
camisa6890;27.81;41;14;1;1;5
camisa6891;34.32;23;2;2;3;2
camisa6892;27.07;10;8;2;2;4
camisa6893;40.68;26;7;4;5;5
camisa6894;46.99;22;1;2;1;2
camisa6895;42.77;37;2;1;1;1
camisa6896;36.18;9;10;2;5;1
camisa6897;46.58;47;13;5;5;5
camisa6898;44.69;25;19;5;4;2
camisa6899;43.74;5;14;2;1;1
camisa6900;38.13;21;9;3;2;3
camisa6901;47.88;39;15;3;2;2
