nome;valor_venda;quantidade;id_categoria
produto5032;3505.96;7;6
produto5033;4509.13;12;13
produto5034;2790.03;20;8
produto5035;4529.4;29;20
produto5036;470.12;29;12
produto5037;3346.8;2;12
produto5038;3700.78;16;6
produto5039;328.85;33;1
produto5040;2522.3;37;13
produto5041;4859.64;6;16
produto5042;4116.18;21;16
produto5043;3041.25;11;10
produto5044;3948.49;34;9
produto5045;802.52;19;13
produto5046;3690.18;13;18
produto5047;4683.16;20;19
produto5048;1618.86;11;11
produto5049;3054.46;42;3
produto5050;3332.08;41;4
produto5051;3407.49;17;16
produto5052;2838.09;23;13
produto5053;3484.08;45;5
produto5054;2689.35;22;5
produto5055;4320.68;9;20
produto5056;3405.95;25;1
produto5057;3088.21;50;17
produto5058;2859.25;9;15
produto5059;1128.33;28;13
produto5060;2882.72;1;18
produto5061;2186.21;33;8
produto5062;3971.63;50;18
produto5063;224.94;25;4
produto5064;955.83;35;16
produto5065;435.96;13;18
produto5066;3671.28;21;6
produto5067;1360.81;23;15
produto5068;4891.03;31;9
produto5069;2899.07;16;4
produto5070;1826.19;34;8
produto5071;1528.35;18;7
produto5072;2156.04;34;15
produto5073;452.83;12;12
produto5074;381.68;50;17
produto5075;2349.41;41;16
produto5076;720.26;46;8
produto5077;3226.77;23;9
produto5078;2077.89;47;11
produto5079;1299.75;14;7
produto5080;4599.87;35;8
produto5081;357.2;1;9
produto5082;691.57;6;15
produto5083;2675.3;3;18
produto5084;1374.02;14;8
produto5085;4933.61;35;8
produto5086;1859.8;42;18
produto5087;206.79;4;16
produto5088;1365.59;37;17
produto5089;993.61;19;20
produto5090;3902.79;22;12
produto5091;1901.99;36;12
produto5092;3942.01;21;20
produto5093;3488.28;24;11
produto5094;592.83;2;20
produto5095;563.53;27;12
produto5096;3675.55;21;19
produto5097;3784.73;28;19
produto5098;1880.5;48;14
produto5099;2173.65;49;7
produto5100;3431.66;38;15
produto5101;1885.44;7;11
produto5102;2351.94;37;17
produto5103;651.29;26;20
produto5104;1731.71;36;6
produto5105;2320.88;36;1
produto5106;2625.66;46;7
produto5107;4862.02;18;15
produto5108;3177.99;15;12
produto5109;2474.03;38;2
produto5110;2488.96;10;13
produto5111;2035.07;27;18
produto5112;3965.35;28;7
produto5113;2117.47;30;20
produto5114;3247.2;40;12
produto5115;4233.11;11;3
produto5116;777.31;11;5
produto5117;1697.9;38;16
produto5118;2111.81;19;13
produto5119;4900.43;7;14
produto5120;4535.34;37;11
produto5121;3239.39;45;5
produto5122;2817.06;21;7
produto5123;2926.66;1;9
produto5124;2784.39;17;9
produto5125;2477.16;25;19
produto5126;817.95;42;1
produto5127;3398.97;11;8
produto5128;1220.77;32;10
produto5129;569.38;33;7
produto5130;4056.25;50;14
produto5131;741.68;43;4
produto5132;3654.09;6;12
produto5133;666.42;41;8
produto5134;1326.73;3;11
produto5135;4063.38;22;18
produto5136;4918.31;35;19
produto5137;912.75;8;2
produto5138;1709.54;38;5
produto5139;4105.06;14;12
produto5140;1231.92;22;16
produto5141;997.43;34;12
produto5142;3575.72;23;5
produto5143;935.03;19;11
produto5144;4042.79;19;3
produto5145;2472.46;23;16
produto5146;2177.86;50;12
produto5147;3478.14;5;16
produto5148;4352.63;36;19
produto5149;353.53;46;17
produto5150;4044.11;8;17
produto5151;4433.55;16;2
produto5152;3707.14;10;20
produto5153;3112.55;38;14
produto5154;1302.27;50;3
produto5155;3668.21;43;3
produto5156;504.65;40;15
produto5157;2501.88;14;12
produto5158;307.84;9;16
produto5159;2237.39;34;12
produto5160;3273.18;11;8
produto5161;1271.62;28;20
produto5162;2988.34;35;9
produto5163;3868.69;13;14
produto5164;4478.53;34;4
produto5165;3190.97;41;13
produto5166;3479.48;29;9
produto5167;1841.86;18;4
produto5168;1647.69;23;3
produto5169;4283.92;24;14
produto5170;2262.44;5;18
produto5171;449.36;22;7
produto5172;68.68;2;2
produto5173;4582.65;15;9
produto5174;1264.75;2;14
produto5175;2684.14;20;15
produto5176;1055.87;9;16
produto5177;4140.7;47;1
produto5178;4081.75;28;15
produto5179;1054.04;50;1
produto5180;2599.57;38;13
produto5181;1416.38;34;5
produto5182;3541.82;14;15
produto5183;1602.57;33;19
produto5184;911.26;14;3
produto5185;1686.56;24;4
produto5186;4361.09;1;18
produto5187;208.39;21;17
produto5188;3164.46;12;15
produto5189;1809.62;3;13
produto5190;1223.38;45;12
produto5191;3302.46;33;6
produto5192;4179.21;39;1
produto5193;403.94;15;13
produto5194;3213.1;47;7
produto5195;3827.54;21;5
produto5196;2272.24;42;14
produto5197;1413.81;31;4
produto5198;3050.3;36;10
produto5199;308.66;30;16
produto5200;3980.83;3;3
produto5201;54.9;13;18
produto5202;36.03;28;18
produto5203;4280.65;35;8
produto5204;1879.79;35;8
produto5205;1698.12;12;3
produto5206;4887.08;50;9
produto5207;4752.52;7;15
produto5208;2510.84;30;13
produto5209;2766.48;1;14
produto5210;4818.16;26;18
produto5211;4646.22;33;1
produto5212;2229.69;17;3
produto5213;4948.75;42;19
produto5214;4505.96;25;9
produto5215;2921.37;43;19
produto5216;771.35;5;3
produto5217;3975.58;3;19
produto5218;94.37;48;16
produto5219;164.77;15;3
produto5220;4576.27;43;19
produto5221;1740.5;19;16
produto5222;200.34;45;10
produto5223;3159.67;49;11
produto5224;4932.15;31;15
produto5225;1158.37;10;15
produto5226;677.62;49;1
produto5227;3871.64;1;20
produto5228;896.95;37;5
produto5229;3300.93;40;9
produto5230;4520.83;33;18
produto5231;4805.67;16;20
produto5232;2177.83;6;10
produto5233;484.03;39;19
produto5234;4020.59;25;8
produto5235;675.55;17;1
produto5236;1813.81;44;3
produto5237;1812.55;23;12
produto5238;23.36;29;17
produto5239;1207.57;2;20
produto5240;754.86;11;15
produto5241;1154.97;44;3
produto5242;765.21;41;10
produto5243;3996.66;27;15
produto5244;3099.21;21;15
produto5245;1082.44;31;12
produto5246;669.98;12;17
produto5247;1379.52;15;4
produto5248;1546.68;42;1
produto5249;4503.74;39;2
produto5250;2707.44;10;13
produto5251;3255.38;25;16
produto5252;3049.36;43;3
produto5253;135.46;32;14
produto5254;2021.2;28;7
produto5255;3248.14;1;17
produto5256;3716.99;36;4
produto5257;831.07;23;4
produto5258;1632.5;29;9
produto5259;1110.12;45;1
produto5260;1460.88;48;19
produto5261;1024.25;28;7
produto5262;465.14;8;2
produto5263;4286.82;42;5
produto5264;4595.72;47;5
produto5265;1722.63;3;9
produto5266;1480.22;40;1
produto5267;4381.8;29;20
produto5268;2409.03;8;13
produto5269;360.22;24;8
produto5270;4580.14;45;15
produto5271;2231.34;36;6
produto5272;2394.93;36;19
produto5273;3881.65;23;17
produto5274;491.31;24;20
produto5275;2362.68;33;17
produto5276;2000.3;46;14
produto5277;3101.55;39;11
produto5278;4974.35;27;18
produto5279;3420.62;36;16
produto5280;2902.4;27;9
produto5281;536.79;25;11
produto5282;1351.93;41;15
produto5283;705.41;9;2
produto5284;4061.77;8;13
produto5285;617.81;34;1
produto5286;1422.57;20;6
produto5287;3126.68;43;11
produto5288;2867.08;7;9
produto5289;2980.63;5;6
produto5290;2254.56;26;8
produto5291;2172.15;31;5
produto5292;1064.67;34;3
produto5293;2583.36;44;19
produto5294;4602.4;12;15
produto5295;991.19;15;10
produto5296;1898.36;18;2
produto5297;2481.41;27;11
produto5298;1215.8;37;16
produto5299;953.95;12;1
produto5300;3049.56;37;20
produto5301;2274.49;28;3
produto5302;2883.03;47;2
produto5303;2725.63;8;17
produto5304;779.4;10;9
produto5305;3219.12;42;12
produto5306;4695.13;42;4
produto5307;2350.72;45;2
produto5308;3832.41;32;5
produto5309;4070.5;42;10
produto5310;122.46;10;8
produto5311;1374.41;7;12
produto5312;3936.81;50;6
produto5313;920.41;50;5
produto5314;362.23;50;11
produto5315;1903.09;4;20
produto5316;1757.34;5;15
produto5317;4247.82;39;20
produto5318;2188.91;4;19
produto5319;1149.89;18;17
produto5320;1827.91;46;15
produto5321;2602.22;9;3
produto5322;3994.11;1;19
produto5323;1619.74;29;2
produto5324;2184.13;43;1
produto5325;3432.86;34;16
produto5326;125.9;2;19
produto5327;4589.91;45;11
produto5328;133.47;23;18
produto5329;891.21;38;12
produto5330;3655.68;46;2
produto5331;20.98;31;6
produto5332;4343.04;12;14
produto5333;4010.71;6;13
produto5334;1919.72;47;3
produto5335;1990.96;10;17
produto5336;4905.85;38;1
produto5337;3022.12;21;3
produto5338;1020.61;32;5
produto5339;4876.05;18;10
produto5340;3163.77;11;10
produto5341;178.76;10;5
produto5342;2455.4;46;4
produto5343;2429.84;32;8
produto5344;3019.45;5;13
produto5345;2919.96;29;14
produto5346;4798.45;34;5
produto5347;4329.05;3;17
produto5348;2818.82;21;7
produto5349;1060.19;48;18
produto5350;522.78;21;4
produto5351;3004.45;44;8
produto5352;2793.68;50;8
produto5353;241.31;39;20
produto5354;2226.46;2;14
produto5355;1519.7;2;5
produto5356;1310.26;2;3
produto5357;1342.52;46;3
produto5358;2911.01;6;8
produto5359;1914.57;33;1
produto5360;4046.85;1;1
produto5361;2316.56;2;17
produto5362;3779.52;3;16
produto5363;1799.55;29;14
produto5364;539.6;2;7
produto5365;2197.37;11;13
produto5366;4095.57;16;12
produto5367;4701.7;8;18
produto5368;2230.16;24;18
produto5369;460.12;6;11
produto5370;3805.68;37;6
produto5371;3467.77;25;9
produto5372;1275.34;24;7
produto5373;3938.34;25;11
produto5374;358.26;46;18
produto5375;51.18;16;15
produto5376;1370.45;2;13
produto5377;438.29;14;9
produto5378;3695.01;19;1
produto5379;2043.73;41;16
produto5380;1528.38;38;7
produto5381;4928.84;36;5
produto5382;2501.56;38;4
produto5383;547.33;35;12
produto5384;1122.34;34;19
produto5385;4518.73;40;16
produto5386;1693.56;45;9
produto5387;2321.26;43;18
produto5388;4245.2;49;6
produto5389;3690.65;49;13
produto5390;2280.21;45;9
produto5391;393.74;32;18
produto5392;4936.31;25;12
produto5393;3186.03;45;17
produto5394;587.55;22;15
produto5395;491.33;50;8
produto5396;2461.75;33;17
produto5397;3632.31;42;13
produto5398;3002.89;50;14
produto5399;331.88;24;8
produto5400;2111.33;39;13
produto5401;2060.98;35;11
produto5402;28.86;41;3
produto5403;2894.55;28;19
produto5404;4874.01;3;11
produto5405;3400.88;41;20
produto5406;1977.48;18;10
produto5407;4523.1;20;11
produto5408;3674.43;46;19
produto5409;2401.0;18;6
produto5410;1225.82;18;7
produto5411;2708.3;27;6
produto5412;4924.16;30;8
produto5413;2832.52;28;6
produto5414;3644.26;5;3
produto5415;4403.32;8;5
produto5416;3848.46;32;16
produto5417;399.4;34;8
produto5418;1862.3;38;16
produto5419;4953.57;43;14
produto5420;4412.42;43;1
produto5421;4208.49;17;15
produto5422;3791.68;6;19
produto5423;1345.52;20;1
produto5424;2209.06;41;12
produto5425;735.42;31;4
produto5426;707.6;22;13
produto5427;1531.44;3;5
produto5428;4003.72;32;20
produto5429;1482.01;12;3
produto5430;3305.56;13;14
produto5431;3181.2;16;13
produto5432;4596.32;34;17
produto5433;1576.56;39;11
produto5434;4691.9;49;16
produto5435;438.37;25;3
produto5436;1898.49;32;9
produto5437;1676.52;48;2
produto5438;1259.34;8;3
produto5439;271.48;37;18
produto5440;337.34;34;13
produto5441;4025.96;22;8
produto5442;196.49;26;4
produto5443;4976.54;30;18
produto5444;2568.03;8;11
produto5445;660.06;8;1
produto5446;4883.75;44;11
produto5447;1985.0;34;8
produto5448;1340.83;40;16
produto5449;3757.97;22;13
produto5450;1911.49;38;11
produto5451;787.4;21;7
produto5452;1070.45;3;16
produto5453;2154.15;16;9
produto5454;4316.61;25;10
produto5455;3819.8;24;9
produto5456;1587.75;16;11
produto5457;726.39;36;20
produto5458;1425.1;31;4
produto5459;643.72;29;6
produto5460;3014.74;46;17
produto5461;3180.73;49;20
produto5462;540.25;30;20
produto5463;780.13;37;17
produto5464;3348.17;3;16
produto5465;2805.52;44;4
produto5466;3138.51;30;8
produto5467;2981.18;32;9
produto5468;814.8;49;15
produto5469;577.87;44;18
produto5470;515.81;10;7
produto5471;602.49;41;12
produto5472;1215.62;43;6
produto5473;3029.3;41;14
produto5474;1671.29;11;9
produto5475;4656.7;15;15
produto5476;1805.62;18;2
produto5477;239.5;25;4
produto5478;130.0;10;7
produto5479;917.68;11;8
produto5480;4146.02;32;6
produto5481;1083.35;17;11
produto5482;437.71;50;15
produto5483;4812.27;23;20
produto5484;3730.77;41;20
produto5485;3952.47;23;9
produto5486;2729.38;41;19
produto5487;2765.96;14;9
produto5488;1001.47;9;11
produto5489;4441.04;7;2
produto5490;4009.56;24;4
produto5491;1770.33;45;20
produto5492;3482.21;10;14
produto5493;66.51;39;2
produto5494;3846.45;38;3
produto5495;1839.54;35;5
produto5496;441.59;16;10
produto5497;887.93;11;10
produto5498;579.98;11;19
produto5499;1694.44;4;12
produto5500;2848.16;15;5
produto5501;319.62;28;6
produto5502;1028.33;43;4
produto5503;577.85;28;7
produto5504;2075.36;5;1
produto5505;815.78;39;10
produto5506;2277.13;48;11
produto5507;2456.78;38;9
produto5508;3411.86;45;8
produto5509;2173.78;48;20
produto5510;2659.15;43;6
produto5511;3545.95;24;10
produto5512;3497.04;18;3
produto5513;4947.74;47;1
produto5514;4703.14;6;13
produto5515;1229.69;38;20
produto5516;3760.16;16;2
produto5517;4414.69;18;10
produto5518;729.18;50;12
produto5519;4950.18;9;12
produto5520;2880.95;26;16
produto5521;3598.02;28;16
produto5522;3711.13;19;2
produto5523;4966.57;8;2
produto5524;3559.35;25;9
produto5525;2722.7;39;8
produto5526;1982.47;32;1
produto5527;4542.68;20;13
produto5528;4920.95;48;3
produto5529;3486.69;49;19
produto5530;189.44;9;1
produto5531;4108.22;44;7
produto5532;1805.22;25;6
produto5533;4440.29;28;12
produto5534;1621.75;13;10
produto5535;1653.96;32;11
produto5536;3872.92;49;2
produto5537;2648.59;34;7
produto5538;3058.72;45;14
produto5539;3613.2;33;14
produto5540;3460.57;5;17
produto5541;1332.25;10;1
produto5542;309.65;19;17
produto5543;2469.11;10;18
produto5544;3205.23;47;7
produto5545;745.07;13;1
produto5546;3974.72;4;6
produto5547;3170.21;27;17
produto5548;4638.54;11;9
produto5549;289.11;50;5
produto5550;2494.84;27;12
produto5551;305.12;11;6
produto5552;2215.67;7;4
produto5553;3348.34;47;8
produto5554;363.38;44;5
produto5555;4040.4;2;10
produto5556;397.17;3;16
produto5557;4909.93;19;14
produto5558;4415.83;29;15
produto5559;2575.46;43;10
produto5560;2755.0;31;9
produto5561;2028.33;26;15
produto5562;1837.61;25;20
produto5563;42.2;11;16
produto5564;3509.14;5;17
produto5565;3555.09;26;19
produto5566;1386.88;48;9
produto5567;1597.68;26;11
produto5568;2485.52;50;14
produto5569;360.46;40;6
produto5570;2114.87;48;12
produto5571;1363.58;1;16
produto5572;3218.4;12;9
produto5573;4456.25;34;8
produto5574;3901.01;2;6
produto5575;815.95;29;3
produto5576;2915.81;6;8
produto5577;3417.15;9;1
produto5578;4733.38;36;18
produto5579;4756.38;31;15
produto5580;2212.48;15;15
produto5581;4629.12;38;15
produto5582;4816.58;36;15
produto5583;3594.38;43;1
produto5584;2288.54;36;5
produto5585;3354.65;31;1
produto5586;3435.97;21;12
produto5587;4752.94;50;17
produto5588;134.13;11;19
produto5589;3191.42;22;11
produto5590;1196.79;11;12
produto5591;1539.85;31;15
produto5592;2615.83;48;13
produto5593;2426.11;45;14
produto5594;1328.72;33;13
produto5595;4487.77;45;7
produto5596;4442.77;42;1
produto5597;4355.88;16;8
produto5598;3539.83;4;11
produto5599;4060.63;44;18
produto5600;721.39;18;2
produto5601;4739.62;22;13
produto5602;1554.21;14;19
produto5603;4350.22;46;18
produto5604;3742.67;29;19
produto5605;917.96;29;6
produto5606;2883.34;47;4
produto5607;4084.2;44;3
produto5608;4905.05;10;12
produto5609;1678.33;10;10
produto5610;4330.72;2;2
produto5611;3498.88;29;14
produto5612;1960.72;16;15
produto5613;3386.12;34;3
produto5614;2586.08;29;17
produto5615;4394.53;5;5
produto5616;650.63;32;13
produto5617;645.1;6;15
produto5618;1956.97;49;18
produto5619;3205.33;1;2
produto5620;2094.52;16;18
produto5621;652.69;21;1
produto5622;833.06;29;14
produto5623;4424.58;19;16
produto5624;972.5;21;7
produto5625;3270.03;42;17
produto5626;147.89;45;2
produto5627;4780.75;41;1
produto5628;2527.97;17;8
produto5629;4674.16;7;11
produto5630;3282.74;50;7
produto5631;1334.1;33;14
produto5632;1285.89;26;7
produto5633;323.18;3;12
produto5634;3847.53;42;2
produto5635;2386.25;4;11
produto5636;3044.55;17;6
produto5637;4010.26;48;16
produto5638;190.93;41;17
produto5639;2733.05;46;17
produto5640;4459.84;35;12
produto5641;541.02;33;18
produto5642;3605.01;20;13
produto5643;541.5;16;17
produto5644;1062.64;15;15
produto5645;332.56;4;7
produto5646;359.47;15;15
produto5647;919.51;4;1
produto5648;1814.47;47;16
produto5649;2658.62;36;3
produto5650;1071.87;34;15
produto5651;3068.03;32;10
produto5652;2434.51;27;5
produto5653;1538.91;45;2
produto5654;2220.56;42;1
produto5655;1445.12;5;1
produto5656;3818.53;19;19
produto5657;642.76;16;9
produto5658;683.68;24;4
produto5659;3775.71;8;8
produto5660;4819.79;33;3
produto5661;4519.34;4;13
produto5662;215.37;37;13
produto5663;2109.62;14;19
produto5664;3501.79;45;11
produto5665;68.53;10;17
produto5666;2334.41;47;12
produto5667;4910.49;36;6
produto5668;2809.93;8;4
produto5669;2118.2;46;10
produto5670;138.49;2;8
produto5671;4775.55;42;14
produto5672;845.58;25;13
produto5673;325.62;36;10
produto5674;2188.47;3;17
produto5675;4427.16;22;2
produto5676;2384.86;33;12
produto5677;1074.42;9;18
produto5678;4330.4;30;8
produto5679;1093.05;48;12
produto5680;3404.35;42;1
produto5681;901.04;48;2
produto5682;4699.4;14;13
produto5683;2700.89;9;7
produto5684;4311.4;24;3
produto5685;2184.42;12;14
produto5686;2846.92;46;12
produto5687;324.28;17;9
produto5688;3067.03;26;1
produto5689;709.8;25;5
produto5690;4059.2;41;19
produto5691;3708.39;10;3
produto5692;1939.29;5;17
produto5693;980.57;24;16
produto5694;1666.94;11;14
produto5695;3846.42;40;20
produto5696;2060.98;19;5
produto5697;3243.98;19;17
produto5698;4113.26;40;6
produto5699;4275.1;49;11
produto5700;2713.59;26;8
produto5701;4011.8;14;3
produto5702;2198.8;43;20
produto5703;3094.59;32;15
produto5704;3970.27;47;7
produto5705;2870.24;50;4
produto5706;3602.32;47;18
produto5707;4122.48;13;4
produto5708;1193.49;41;1
produto5709;90.28;33;2
produto5710;2650.85;22;20
produto5711;4579.07;41;17
produto5712;1765.18;38;16
produto5713;404.32;33;9
produto5714;1879.87;17;15
produto5715;235.73;15;13
produto5716;3376.04;32;4
produto5717;2076.27;19;20
produto5718;649.98;28;9
produto5719;3577.62;32;8
produto5720;1997.5;50;11
produto5721;4043.46;5;18
produto5722;3546.01;47;2
produto5723;1893.95;50;16
produto5724;4880.08;47;9
produto5725;4774.13;34;1
produto5726;1103.85;27;6
produto5727;810.34;22;9
produto5728;272.22;22;10
produto5729;4583.41;12;20
produto5730;175.39;7;9
produto5731;4329.45;50;9
produto5732;2060.69;48;11
produto5733;2852.17;19;1
produto5734;3878.6;34;5
produto5735;828.34;50;13
produto5736;507.58;20;12
produto5737;70.15;15;6
produto5738;4744.37;13;18
produto5739;3717.13;47;2
produto5740;2506.16;22;14
produto5741;2121.17;21;10
produto5742;2423.96;1;1
produto5743;2342.99;19;17
produto5744;2248.2;28;15
produto5745;4625.63;18;5
produto5746;2638.5;40;13
produto5747;395.94;37;7
produto5748;3529.94;43;8
produto5749;3703.9;13;7
produto5750;243.91;9;11
produto5751;4023.35;2;11
produto5752;1258.03;50;3
produto5753;3751.89;37;20
produto5754;2290.86;45;14
produto5755;1116.28;47;15
produto5756;1409.83;40;9
produto5757;4655.41;5;4
produto5758;4462.81;22;16
produto5759;4740.98;32;18
produto5760;982.9;15;1
produto5761;2233.48;18;5
produto5762;278.7;23;19
produto5763;753.17;40;2
produto5764;2492.7;33;9
produto5765;1929.97;39;18
produto5766;369.03;31;7
produto5767;773.55;16;18
produto5768;4468.44;11;4
produto5769;2677.51;32;12
produto5770;1872.31;14;6
produto5771;424.89;36;11
produto5772;744.5;49;6
produto5773;304.13;50;6
produto5774;992.54;25;5
produto5775;1268.08;16;19
produto5776;1558.18;12;13
produto5777;2743.22;7;12
produto5778;3126.77;36;3
produto5779;864.75;36;14
produto5780;3304.52;29;19
produto5781;405.48;42;17
produto5782;290.74;3;1
produto5783;4769.61;16;20
produto5784;2777.96;29;16
produto5785;830.92;42;5
produto5786;3781.57;23;19
produto5787;3578.35;26;10
produto5788;3608.76;39;6
produto5789;3819.41;23;8
produto5790;1122.17;33;10
produto5791;240.17;50;10
produto5792;4216.89;49;16
produto5793;1055.71;9;11
produto5794;4576.08;13;5
produto5795;4461.14;22;1
produto5796;704.75;4;16
produto5797;4973.21;34;1
produto5798;542.78;42;7
produto5799;3160.5;42;13
produto5800;247.68;24;14
produto5801;3464.81;13;1
produto5802;2896.45;10;17
produto5803;484.59;19;12
produto5804;886.94;43;5
produto5805;747.5;40;11
produto5806;2185.65;13;4
produto5807;4590.48;11;1
produto5808;4634.92;6;2
produto5809;1291.17;13;8
produto5810;4956.79;33;14
produto5811;4313.7;32;8
produto5812;3015.24;1;9
produto5813;3181.68;42;13
produto5814;1382.98;29;14
produto5815;2193.6;40;6
produto5816;1584.02;21;17
produto5817;1521.42;13;9
produto5818;3971.89;28;9
produto5819;477.05;27;18
produto5820;235.7;13;7
produto5821;1981.44;17;10
produto5822;3025.28;7;15
produto5823;366.22;42;8
produto5824;2491.33;7;8
produto5825;1772.97;23;17
produto5826;2749.68;37;18
produto5827;1390.91;22;20
produto5828;2294.14;48;6
produto5829;1366.05;21;5
produto5830;2506.13;2;1
produto5831;994.3;34;20
produto5832;618.23;29;9
produto5833;2265.34;17;19
produto5834;526.33;25;9
produto5835;3779.49;24;18
produto5836;1756.76;45;4
produto5837;4625.2;34;1
produto5838;866.75;39;2
produto5839;3189.31;33;15
produto5840;3020.95;26;19
produto5841;3272.31;44;15
produto5842;245.09;19;16
produto5843;3000.46;2;4
produto5844;1149.34;4;1
produto5845;3606.72;7;11
produto5846;921.79;26;4
produto5847;799.59;50;14
produto5848;3933.7;17;9
produto5849;224.79;28;1
produto5850;4592.94;50;9
produto5851;4513.65;4;18
produto5852;2948.69;44;19
produto5853;2002.72;21;4
produto5854;4768.57;5;19
produto5855;1554.83;6;11
produto5856;1889.89;31;8
produto5857;795.48;49;4
produto5858;3352.69;32;2
produto5859;2149.79;27;10
produto5860;1378.76;23;14
produto5861;288.6;22;16
produto5862;3315.22;6;8
produto5863;1474.26;35;16
produto5864;1310.76;35;3
produto5865;267.51;48;12
produto5866;3183.87;22;12
produto5867;1386.65;48;8
produto5868;4985.32;32;20
produto5869;2977.97;11;16
produto5870;1616.86;44;2
produto5871;4524.61;19;6
produto5872;4564.02;37;5
produto5873;2324.08;27;5
produto5874;255.52;18;8
produto5875;3668.84;21;14
produto5876;4394.04;20;12
produto5877;2803.71;45;13
produto5878;2770.09;5;11
produto5879;2337.0;41;1
produto5880;2007.25;2;16
produto5881;320.15;41;4
produto5882;649.07;8;12
produto5883;2201.03;44;8
produto5884;719.04;11;17
produto5885;1157.14;49;15
produto5886;4071.96;43;4
produto5887;3696.71;20;9
produto5888;473.59;24;16
produto5889;2585.95;26;1
produto5890;2596.3;12;2
produto5891;754.48;28;20
produto5892;4486.41;45;15
produto5893;459.87;48;16
produto5894;4031.04;28;20
produto5895;2815.44;3;19
produto5896;4548.13;30;14
produto5897;584.85;50;18
produto5898;3135.77;13;11
produto5899;228.11;33;3
produto5900;1158.34;2;2
produto5901;327.23;28;13
produto5902;910.51;32;19
produto5903;363.79;50;15
produto5904;4534.61;40;17
produto5905;3342.96;46;13
produto5906;1661.3;14;13
produto5907;3168.42;27;1
produto5908;653.02;20;14
produto5909;4453.14;26;1
produto5910;834.3;43;15
produto5911;1802.55;9;9
produto5912;845.7;11;18
produto5913;4145.57;46;18
produto5914;885.04;8;11
produto5915;4940.9;36;17
produto5916;1839.85;25;12
produto5917;932.84;37;20
produto5918;2333.98;31;7
produto5919;3270.62;19;20
produto5920;545.12;6;9
produto5921;3882.9;6;13
produto5922;3928.57;31;4
produto5923;2630.33;8;13
produto5924;582.5;33;3
produto5925;3850.82;25;2
produto5926;3616.3;21;14
produto5927;68.71;10;4
produto5928;4013.94;30;15
produto5929;3486.32;26;18
produto5930;4646.72;1;11
produto5931;100.2;4;18
produto5932;3644.6;27;9
produto5933;4063.57;3;9
produto5934;2518.75;11;11
produto5935;3164.24;47;9
produto5936;1140.78;36;17
produto5937;1548.08;4;16
produto5938;472.23;20;5
produto5939;4804.87;16;11
produto5940;1305.54;37;14
produto5941;3650.29;37;15
produto5942;823.02;9;20
produto5943;4150.39;28;9
produto5944;3273.41;8;18
produto5945;2595.42;45;1
produto5946;4771.81;46;10
produto5947;1300.2;22;4
produto5948;4657.87;15;5
produto5949;2449.88;7;9
produto5950;2820.19;38;19
produto5951;1373.63;3;10
produto5952;1208.53;2;15
produto5953;548.72;5;20
produto5954;2330.14;33;10
produto5955;2847.48;26;1
produto5956;4504.73;41;4
produto5957;2034.36;17;2
produto5958;949.25;8;14
produto5959;3593.08;50;11
produto5960;1155.88;23;12
produto5961;1548.02;20;20
produto5962;4819.37;17;17
produto5963;2500.99;23;3
produto5964;4965.41;43;12
produto5965;1767.04;50;18
produto5966;2318.6;13;9
produto5967;1078.76;36;10
produto5968;1440.85;29;15
produto5969;1946.11;9;11
produto5970;158.8;50;3
produto5971;1919.7;47;3
produto5972;3366.93;35;13
produto5973;3617.49;10;15
produto5974;3278.41;2;2
produto5975;1248.8;47;1
produto5976;3416.09;47;17
produto5977;1627.96;14;20
produto5978;342.11;29;13
produto5979;934.65;30;18
produto5980;4124.01;7;2
produto5981;4834.0;4;13
produto5982;4726.9;6;14
produto5983;1256.59;28;11
produto5984;2147.78;31;13
produto5985;891.96;5;19
produto5986;2019.03;50;8
produto5987;33.22;2;12
produto5988;2077.64;44;12
produto5989;2384.98;15;19
produto5990;2106.59;2;19
produto5991;2591.79;40;11
produto5992;1416.38;1;9
produto5993;3767.92;31;11
produto5994;2105.54;2;10
produto5995;240.38;44;5
produto5996;2455.56;8;14
produto5997;3188.33;48;15
produto5998;436.63;24;1
produto5999;4185.7;31;19
produto6000;4945.5;42;3
produto6001;1785.06;28;5
produto6002;4904.68;41;6
produto6003;2074.58;23;6
produto6004;2659.82;25;3
produto6005;3969.88;12;3
produto6006;3579.79;19;18
produto6007;2455.56;24;14
produto6008;150.64;41;19
produto6009;3349.25;35;6
produto6010;4583.2;40;13
produto6011;2330.86;38;3
produto6012;843.54;24;17
produto6013;3163.88;45;12
produto6014;4672.11;30;6
produto6015;3297.39;26;18
produto6016;2530.99;13;12
produto6017;884.37;2;16
produto6018;4592.16;12;9
produto6019;3740.2;49;12
produto6020;4352.42;37;11
produto6021;4690.44;47;1
produto6022;1223.83;47;8
produto6023;2838.72;40;8
produto6024;515.96;41;2
produto6025;1368.23;46;18
produto6026;1132.92;31;12
produto6027;2252.25;32;6
produto6028;4474.72;41;16
produto6029;796.42;34;18
produto6030;4155.71;29;17
produto6031;4198.09;41;13
produto6032;4201.94;37;4
produto6033;605.32;25;6
produto6034;1767.15;28;2
produto6035;549.7;21;7
produto6036;2991.46;9;7
produto6037;4320.83;50;17
produto6038;1235.83;13;4
produto6039;1860.04;14;4
produto6040;3557.27;41;7
produto6041;4244.41;29;8
produto6042;4035.28;28;2
produto6043;4836.61;47;20
produto6044;4765.52;1;16
produto6045;4505.53;42;19
produto6046;4962.29;27;5
