nome;valor_venda;quantidade;id_categoria;litragem;altura;id_tipo_prancha
prancha4696;64.35;21;10;1.24;4.08;3
prancha4697;3099.5;49;14;1.15;7.41;2
prancha4698;246.39;46;17;2.76;5.97;3
prancha4699;1973.5;8;13;1.14;4.63;3
prancha4700;3759.49;44;15;2.39;3.6;2
prancha4701;481.16;9;17;1.09;6.06;4
prancha4702;2892.99;43;12;8.23;9.16;7
prancha4703;1004.23;27;13;9.19;4.55;6
prancha4704;180.87;3;9;8.22;3.57;4
prancha4705;2865.5;44;3;2.34;9.03;2
prancha4706;4607.69;44;1;4.12;4.83;2
prancha4707;2342.76;18;2;6.69;9.24;1
prancha4708;1511.96;14;4;2.96;4.97;4
prancha4709;758.91;43;6;6.62;2.54;2
prancha4710;602.02;33;7;9.99;8.33;1
prancha4711;3467.06;49;1;2.87;8.62;3
prancha4712;1326.91;42;12;1.28;4.88;7
prancha4713;818.65;43;19;7.73;1.02;4
prancha4714;1241.7;29;20;8.85;9.35;5
prancha4715;872.9;41;17;8.62;8.46;2
prancha4716;1957.43;25;11;9.5;8.0;6
prancha4717;4625.14;13;5;8.26;9.14;6
prancha4718;4189.26;20;6;9.12;5.58;7
prancha4719;1428.28;23;5;1.3;5.64;6
prancha4720;2892.76;16;14;6.45;9.43;4
prancha4721;789.89;15;18;8.97;5.02;5
prancha4722;4771.96;25;16;2.96;5.64;7
prancha4723;3606.87;43;18;5.08;5.9;7
prancha4724;3745.9;39;20;6.31;6.24;7
prancha4725;4536.51;13;19;1.08;3.6;6
prancha4726;3516.93;15;5;2.41;7.2;2
prancha4727;447.56;5;14;5.5;3.08;7
prancha4728;289.56;27;6;2.34;8.76;4
prancha4729;3403.5;16;8;7.63;3.39;1
prancha4730;3103.28;43;15;1.84;3.23;6
prancha4731;884.43;31;6;6.04;2.76;1
prancha4732;1219.98;32;14;1.14;2.25;5
prancha4733;4802.48;6;13;6.66;1.67;1
prancha4734;3589.07;33;6;1.4;8.99;1
prancha4735;3097.42;30;13;4.05;6.0;6
prancha4736;4979.11;50;2;7.31;5.29;3
prancha4737;4793.01;29;4;2.24;2.45;4
prancha4738;3236.01;8;5;8.5;9.11;3
prancha4739;4529.48;20;3;5.1;4.58;2
prancha4740;3933.41;41;15;6.4;7.45;1
prancha4741;1406.71;9;2;9.73;8.18;2
prancha4742;1713.1;18;20;9.96;6.14;5
prancha4743;4425.07;41;9;3.99;3.68;2
prancha4744;309.07;40;20;9.48;6.91;5
prancha4745;2176.04;12;6;5.54;7.27;4
prancha4746;3062.22;14;6;3.46;1.73;2
prancha4747;3206.02;10;3;4.68;3.98;7
prancha4748;2571.82;33;6;3.76;9.11;4
prancha4749;593.26;38;13;3.36;7.78;4
prancha4750;2069.68;43;1;6.64;3.11;1
prancha4751;3930.6;33;4;6.75;1.01;5
prancha4752;2025.66;22;4;8.84;5.28;6
prancha4753;1668.8;7;6;3.89;2.41;7
prancha4754;3350.78;36;17;1.9;2.33;3
prancha4755;2893.8;3;2;5.38;1.1;4
prancha4756;2746.29;22;12;5.37;1.3;3
prancha4757;3818.68;46;4;6.55;5.93;7
prancha4758;2852.23;15;17;2.53;3.89;2
prancha4759;3178.53;42;6;1.56;6.61;3
prancha4760;2721.8;11;10;8.96;9.66;6
prancha4761;1795.88;19;18;3.32;5.18;5
prancha4762;4562.04;14;17;2.95;6.73;7
prancha4763;1051.49;26;11;9.21;2.88;6
prancha4764;21.51;24;7;4.64;8.01;4
prancha4765;2832.89;39;9;9.16;4.8;4
prancha4766;2346.57;25;9;2.36;5.78;5
prancha4767;2208.56;47;7;1.87;1.26;4
prancha4768;1962.47;33;1;5.12;3.01;1
prancha4769;4120.41;26;8;2.25;1.64;2
prancha4770;2033.5;44;3;5.41;9.76;1
prancha4771;1727.66;46;20;4.37;4.94;7
prancha4772;665.21;28;18;8.26;7.59;7
prancha4773;3736.37;38;3;8.03;8.94;2
prancha4774;4635.45;8;4;8.66;5.69;1
prancha4775;1033.88;4;2;2.0;4.95;6
prancha4776;2850.29;16;7;1.89;8.39;2
prancha4777;4093.68;8;3;5.82;6.85;6
prancha4778;2335.37;45;19;6.68;3.97;3
prancha4779;3865.56;3;13;1.57;3.04;5
prancha4780;1045.71;41;3;3.2;4.97;3
prancha4781;614.53;39;18;4.34;7.18;7
prancha4782;4505.42;35;2;7.5;6.29;5
prancha4783;3693.97;14;18;1.74;2.8;4
prancha4784;728.23;13;14;6.2;8.6;1
prancha4785;3981.95;47;14;8.18;1.33;3
prancha4786;3268.97;21;5;3.78;1.06;5
prancha4787;224.73;13;19;9.72;3.1;6
prancha4788;2046.34;20;1;3.2;3.96;5
prancha4789;2766.58;30;14;2.28;8.92;2
prancha4790;4602.86;6;4;2.61;7.13;5
prancha4791;1638.62;17;5;5.56;5.41;5
prancha4792;3777.21;18;2;8.81;5.53;4
prancha4793;299.05;47;19;2.7;8.96;3
prancha4794;4924.98;31;11;5.88;7.31;4
prancha4795;21.59;17;19;9.6;5.13;7
prancha4796;2216.84;45;18;6.29;8.58;2
prancha4797;3012.53;15;2;4.76;1.44;5
prancha4798;1092.09;49;15;9.51;3.42;3
prancha4799;4346.26;31;10;2.77;9.22;7
prancha4800;462.74;16;3;9.8;8.37;6
prancha4801;4611.14;33;8;4.88;2.61;7
prancha4802;1442.54;15;12;3.82;9.8;7
prancha4803;1050.95;35;7;2.62;5.61;4
prancha4804;1761.92;24;19;7.13;9.69;3
prancha4805;1976.9;4;5;4.79;1.51;4
prancha4806;1170.75;34;17;5.95;9.83;7
prancha4807;2614.84;50;1;9.51;1.31;4
prancha4808;2324.12;22;1;5.98;2.96;3
prancha4809;3179.03;8;14;2.89;5.96;1
prancha4810;2312.9;15;6;4.24;6.98;4
prancha4811;2498.44;50;9;2.19;6.89;7
prancha4812;73.95;5;17;2.6;5.68;4
prancha4813;2151.72;49;5;2.59;9.55;5
prancha4814;694.28;18;7;8.76;5.93;7
prancha4815;4488.49;24;11;7.94;6.84;2
prancha4816;718.89;47;9;9.29;3.5;6
prancha4817;1910.64;39;18;2.4;2.91;7
prancha4818;878.54;20;13;9.74;9.06;5
prancha4819;1893.7;32;11;2.89;3.67;6
prancha4820;187.46;30;19;6.79;1.61;7
prancha4821;3214.62;31;20;5.52;2.66;2
prancha4822;3368.93;32;11;2.4;1.85;1
prancha4823;2845.34;26;3;4.91;5.99;5
prancha4824;770.26;8;16;4.0;3.94;4
prancha4825;2385.88;49;8;9.56;1.95;6
prancha4826;2495.11;43;7;7.32;2.96;5
prancha4827;4236.44;47;7;4.75;4.1;3
prancha4828;785.53;33;7;6.41;6.08;5
prancha4829;4107.33;41;8;2.2;9.65;1
prancha4830;3424.44;25;13;6.97;3.06;4
prancha4831;3742.65;30;3;7.34;7.37;1
prancha4832;4331.15;12;8;4.33;6.14;4
prancha4833;3840.16;41;8;9.84;1.6;4
prancha4834;287.33;5;14;2.01;7.04;4
prancha4835;2496.38;16;20;3.97;1.14;6
prancha4836;2181.07;30;5;7.19;7.62;7
prancha4837;2361.94;32;2;6.44;9.96;1
prancha4838;4593.69;30;8;8.07;1.1;7
prancha4839;4216.05;10;16;4.47;7.45;2
prancha4840;3939.98;22;17;9.95;5.52;4
prancha4841;4484.07;1;10;9.76;7.66;6
prancha4842;1995.04;40;2;6.61;3.62;5
prancha4843;4213.08;43;5;6.45;2.32;6
prancha4844;4403.38;7;19;7.13;8.25;3
prancha4845;1126.27;16;6;2.7;5.07;3
prancha4846;3263.71;34;6;3.14;8.68;2
prancha4847;2058.16;15;12;2.96;3.07;6
prancha4848;3530.56;44;10;4.29;5.29;4
prancha4849;2005.24;10;19;4.59;7.57;2
prancha4850;3476.57;27;2;4.58;6.02;6
prancha4851;2299.01;8;17;3.03;4.29;1
prancha4852;2942.19;8;8;1.5;4.34;7
prancha4853;3243.34;16;14;8.01;1.47;7
prancha4854;3796.96;42;6;3.94;2.01;2
prancha4855;1521.02;35;19;1.05;8.84;4
prancha4856;3601.93;16;16;2.68;8.31;7
prancha4857;4982.79;24;11;9.54;4.1;6
prancha4858;3822.91;13;1;9.56;2.41;1
prancha4859;4219.83;9;2;7.25;8.88;5
prancha4860;1068.79;14;1;2.92;1.59;2
prancha4861;211.4;49;13;5.68;2.34;3
prancha4862;530.92;30;19;2.06;9.98;7
prancha4863;2146.29;13;7;3.77;5.82;3
prancha4864;4291.15;36;19;1.34;8.25;4
prancha4865;3864.99;18;18;3.78;9.02;7
prancha4866;85.07;41;11;9.2;1.81;7
prancha4867;307.18;32;9;9.09;2.59;2
prancha4868;2142.67;29;4;8.16;8.69;7
prancha4869;2418.85;46;20;1.59;9.01;6
prancha4870;3808.0;13;19;6.76;7.69;2
prancha4871;2952.61;22;10;4.23;5.16;3
prancha4872;1510.55;32;12;3.11;6.18;6
prancha4873;3619.4;39;15;2.74;2.18;2
prancha4874;2003.81;48;14;2.64;5.94;6
prancha4875;731.44;7;3;8.78;7.69;6
prancha4876;4553.35;35;14;3.33;7.07;2
prancha4877;443.35;49;2;6.58;9.5;3
prancha4878;3958.19;50;17;5.79;7.4;6
prancha4879;4328.32;15;14;8.23;1.37;7
prancha4880;2937.27;26;19;4.26;5.61;5
prancha4881;3368.08;16;5;9.05;6.43;7
prancha4882;2105.26;47;2;8.06;6.17;7
prancha4883;2801.44;17;10;4.02;4.71;1
prancha4884;614.19;11;2;1.31;1.14;4
prancha4885;1342.87;2;15;6.49;1.45;2
prancha4886;2563.16;1;6;2.86;3.43;6
prancha4887;4602.25;20;8;9.33;4.44;6
prancha4888;3196.65;19;7;6.41;2.68;2
prancha4889;4947.54;44;3;2.4;6.61;3
prancha4890;3489.24;27;6;1.35;9.06;5
prancha4891;2096.49;36;2;7.22;4.74;6
prancha4892;755.8;28;1;7.76;4.39;3
prancha4893;578.5;37;12;9.55;9.32;5
prancha4894;2710.1;19;8;1.07;6.92;4
prancha4895;1143.7;35;19;7.28;5.83;6
prancha4896;4415.89;38;4;6.41;1.22;4
prancha4897;730.76;50;14;7.67;2.11;3
prancha4898;2349.74;48;10;9.0;8.69;5
prancha4899;587.59;28;16;4.27;1.23;7
prancha4900;3278.74;33;3;1.05;7.81;6
prancha4901;2768.45;49;6;9.95;9.24;1
prancha4902;3997.12;20;13;7.08;6.36;4
prancha4903;2753.24;41;3;3.58;7.09;3
prancha4904;3162.52;29;19;2.32;1.42;7
prancha4905;4249.93;15;4;3.86;2.35;3
prancha4906;3360.11;28;5;7.92;4.4;6
prancha4907;1621.12;26;7;9.99;7.59;7
prancha4908;3006.54;32;8;3.89;2.16;4
prancha4909;4760.21;14;4;3.35;4.05;3
prancha4910;662.77;45;16;5.31;9.71;1
prancha4911;2008.47;5;13;7.91;9.47;1
prancha4912;4466.45;8;18;8.44;7.09;1
prancha4913;3783.95;24;2;8.32;3.37;3
prancha4914;2699.66;28;1;2.49;5.15;5
prancha4915;3618.01;43;18;1.43;9.78;7
prancha4916;1169.44;1;3;6.23;4.22;5
prancha4917;2547.48;17;6;5.2;1.76;3
prancha4918;49.71;1;2;1.75;7.28;6
prancha4919;130.9;36;12;5.67;4.08;5
prancha4920;2147.64;47;8;1.91;1.72;6
prancha4921;53.18;21;15;2.61;9.7;5
prancha4922;2075.77;31;12;8.02;8.14;4
prancha4923;3789.98;12;9;9.95;9.78;6
prancha4924;3497.72;10;17;7.9;8.36;4
prancha4925;4639.18;34;3;7.32;3.91;1
prancha4926;2785.08;47;6;2.56;9.98;3
prancha4927;573.65;3;8;8.5;2.67;1
prancha4928;4161.96;35;11;9.93;7.68;7
prancha4929;2281.5;2;16;2.99;1.44;1
prancha4930;4642.63;29;5;4.85;9.88;2
prancha4931;1385.05;44;9;7.57;6.66;1
prancha4932;2536.12;2;18;9.57;8.68;2
prancha4933;3099.5;41;10;7.92;1.94;6
prancha4934;1730.86;11;11;3.32;5.22;2
prancha4935;1477.1;49;19;6.64;6.76;3
prancha4936;1254.9;47;19;8.33;9.87;1
prancha4937;2848.94;1;9;8.28;2.44;4
prancha4938;3469.05;22;14;7.55;4.5;1
prancha4939;73.5;31;2;4.31;6.41;4
prancha4940;37.0;16;15;6.1;1.96;5
prancha4941;3200.99;11;11;9.94;3.3;5
prancha4942;2276.62;17;4;5.61;6.74;5
prancha4943;2347.17;31;5;4.99;9.37;5
prancha4944;4670.09;29;17;5.71;1.58;1
prancha4945;1678.33;35;9;2.57;3.36;7
prancha4946;647.91;31;18;3.24;4.48;2
prancha4947;2222.84;31;18;3.91;2.16;3
prancha4948;2292.9;47;6;7.49;6.85;2
prancha4949;794.99;24;10;1.27;5.64;3
prancha4950;3271.23;4;2;2.39;8.78;1
prancha4951;1128.11;33;4;7.76;7.52;7
prancha4952;2031.08;8;4;8.82;4.06;1
prancha4953;1086.52;44;6;8.03;9.07;4
prancha4954;2804.01;36;12;2.83;3.67;2
prancha4955;2352.56;32;11;9.35;3.1;2
prancha4956;801.84;16;8;4.63;4.57;3
prancha4957;2104.95;27;14;4.88;6.98;6
prancha4958;3159.29;43;16;1.29;8.56;4
prancha4959;97.44;50;10;1.84;7.58;7
prancha4960;1141.48;17;15;7.38;4.4;7
prancha4961;205.64;29;1;9.97;1.77;5
prancha4962;342.21;35;11;1.3;1.31;7
prancha4963;4520.04;14;2;8.89;1.19;7
prancha4964;625.26;41;15;8.5;6.35;5
prancha4965;4648.73;29;11;7.67;9.07;7
prancha4966;4768.55;19;17;4.73;7.43;5
prancha4967;1673.84;23;9;9.0;5.27;6
prancha4968;4603.63;18;10;6.84;3.13;4
prancha4969;3871.89;30;2;7.64;7.85;7
prancha4970;740.83;16;17;8.89;4.29;6
prancha4971;2771.25;47;9;4.4;7.54;7
prancha4972;1758.49;41;18;7.57;7.06;1
prancha4973;2890.04;16;9;1.98;1.21;7
prancha4974;3355.01;18;15;5.73;8.43;2
prancha4975;3365.61;10;20;8.64;9.1;7
prancha4976;3778.31;7;8;6.67;8.29;6
prancha4977;3750.51;31;11;4.25;3.49;4
prancha4978;4877.6;32;17;4.33;1.22;7
prancha4979;603.3;6;3;3.34;4.45;3
prancha4980;504.23;46;20;2.87;1.94;6
prancha4981;3198.08;34;6;5.79;1.66;4
prancha4982;3848.62;17;20;1.21;9.59;6
prancha4983;818.44;39;18;6.94;7.42;2
prancha4984;4913.31;19;6;3.62;9.1;1
prancha4985;2525.28;37;2;4.66;4.58;1
prancha4986;703.69;3;18;2.06;4.51;4
prancha4987;3436.35;46;12;7.33;3.2;4
prancha4988;675.65;27;2;1.44;4.1;3
prancha4989;2176.81;15;4;8.9;7.77;2
prancha4990;2351.94;14;6;3.56;7.28;3
prancha4991;1399.75;4;16;3.51;6.89;6
prancha4992;755.19;30;5;3.52;9.64;3
prancha4993;4871.17;30;20;6.68;6.03;4
prancha4994;2566.87;45;11;4.58;1.38;3
prancha4995;1479.81;16;20;1.71;2.41;2
prancha4996;2792.89;21;12;5.59;2.2;4
prancha4997;4321.63;33;8;4.11;3.12;6
prancha4998;721.76;27;17;2.02;9.52;2
prancha4999;966.34;2;16;9.71;4.66;1
prancha5000;1501.95;50;9;7.79;9.37;6
prancha5001;4865.81;47;17;7.45;1.24;2
prancha5002;3801.1;14;20;3.65;8.62;1
prancha5003;3745.74;7;12;4.41;6.68;4
prancha5004;1188.26;13;12;7.14;8.27;2
prancha5005;1168.54;40;5;6.96;7.12;3
prancha5006;3545.15;45;17;3.64;7.54;2
prancha5007;2777.11;27;1;2.02;8.25;2
prancha5008;4256.08;20;5;4.7;5.32;6
prancha5009;1883.26;45;6;1.3;6.17;6
prancha5010;4595.87;36;5;1.92;4.65;3
prancha5011;1151.44;13;4;7.87;6.58;4
prancha5012;3636.74;42;5;2.07;5.78;1
prancha5013;1520.67;9;6;4.43;2.35;7
prancha5014;1359.49;8;14;7.83;6.52;5
prancha5015;953.61;10;10;1.52;3.13;5
prancha5016;690.23;22;10;2.19;3.82;6
prancha5017;974.31;16;15;2.02;2.25;6
prancha5018;3936.67;21;18;5.25;5.86;2
prancha5019;3306.13;25;16;6.47;7.16;5
prancha5020;1015.27;10;5;3.4;2.98;4
prancha5021;4590.33;35;9;1.86;7.32;4
prancha5022;3267.79;32;14;3.04;8.21;1
prancha5023;1998.19;9;13;9.39;6.08;5
prancha5024;3687.92;14;9;2.71;9.56;3
prancha5025;3723.47;15;18;1.99;1.74;7
prancha5026;2571.46;22;1;5.25;4.26;1
prancha5027;4403.34;17;3;7.82;5.56;3
prancha5028;4421.6;25;19;4.53;4.37;1
prancha5029;1515.47;31;20;8.13;5.66;7
prancha5030;4859.56;38;12;7.61;2.16;1
prancha5031;3748.12;38;4;9.01;1.81;1
prancha5032;934.07;42;11;1.18;6.66;6
prancha5033;2930.66;45;14;8.76;5.75;7
prancha5034;1731.2;26;19;6.86;7.55;5
prancha5035;2146.64;13;7;6.13;1.41;4
prancha5036;2134.43;42;11;4.12;4.67;2
prancha5037;2451.77;21;2;2.33;4.58;2
prancha5038;4489.92;50;10;5.34;6.12;4
prancha5039;3208.76;24;4;3.99;4.03;4
prancha5040;4228.99;30;20;9.29;6.95;2
prancha5041;1042.85;33;19;5.23;9.89;3
prancha5042;2777.45;35;5;4.19;8.31;5
prancha5043;3039.69;29;5;2.07;9.76;6
prancha5044;4224.03;17;6;6.61;5.77;3
prancha5045;383.7;10;10;4.69;9.3;7
prancha5046;4671.35;41;20;6.68;1.13;1
prancha5047;788.96;24;12;6.81;7.52;2
prancha5048;611.58;30;10;6.11;2.54;6
prancha5049;1122.29;6;6;6.43;1.75;4
prancha5050;3567.71;9;12;1.25;1.69;7
prancha5051;3387.72;7;4;3.88;8.46;1
prancha5052;559.89;41;10;1.81;2.46;5
prancha5053;3329.1;12;19;9.85;9.6;3
prancha5054;771.7;12;15;7.57;5.66;7
prancha5055;2013.08;31;8;8.47;4.82;5
prancha5056;3149.01;11;10;6.24;9.19;5
prancha5057;826.71;19;6;5.7;6.33;2
prancha5058;3170.1;38;10;1.15;7.13;2
prancha5059;3657.68;1;4;9.06;5.16;1
prancha5060;79.44;10;2;8.11;3.87;5
prancha5061;295.96;17;1;5.24;8.86;6
prancha5062;2304.33;32;10;7.4;4.69;1
prancha5063;3930.2;34;12;9.9;7.83;3
prancha5064;2897.68;29;5;8.54;3.1;2
prancha5065;1273.83;43;15;7.68;1.67;6
prancha5066;3092.44;39;13;4.0;5.52;5
prancha5067;4708.24;30;10;6.6;7.41;7
prancha5068;4357.75;40;17;7.55;7.51;7
prancha5069;2219.48;2;15;5.4;1.62;6
prancha5070;4104.4;39;11;1.99;7.45;7
prancha5071;468.34;50;6;4.81;8.75;4
prancha5072;86.0;27;13;8.88;3.43;2
prancha5073;1490.49;19;17;5.37;5.11;1
prancha5074;2145.14;17;10;1.77;8.66;2
prancha5075;4211.11;46;9;3.22;1.95;3
prancha5076;3597.08;37;14;4.38;1.24;1
prancha5077;4534.14;43;12;6.95;4.35;1
prancha5078;1395.87;48;11;2.41;9.38;5
prancha5079;2316.4;43;3;2.73;4.23;1
prancha5080;2755.19;12;15;4.4;8.99;6
prancha5081;2438.87;41;13;2.38;5.63;7
prancha5082;3555.03;29;9;4.01;6.17;3
prancha5083;3308.21;12;18;3.36;7.93;2
prancha5084;2352.51;17;17;8.01;4.73;3
prancha5085;948.39;20;10;1.46;1.82;1
prancha5086;549.2;15;17;6.65;8.97;4
prancha5087;2500.06;5;4;1.38;8.39;3
prancha5088;2188.29;8;14;8.91;1.77;6
prancha5089;2896.05;11;8;5.47;9.06;2
prancha5090;2264.74;34;5;4.78;6.14;3
prancha5091;2068.74;48;7;4.15;4.4;2
prancha5092;580.83;12;9;6.02;6.95;4
prancha5093;3308.16;2;4;4.87;6.29;6
prancha5094;2914.62;43;17;5.38;6.73;2
prancha5095;114.95;19;10;9.48;3.27;5
prancha5096;4896.04;7;14;6.87;4.03;1
prancha5097;2284.89;31;18;6.15;9.68;2
prancha5098;4546.12;50;1;6.2;3.73;5
prancha5099;4241.38;17;15;7.74;3.8;2
prancha5100;4136.39;24;2;9.22;1.67;1
prancha5101;2390.98;45;3;6.17;1.87;7
prancha5102;1573.84;43;14;7.1;1.07;2
prancha5103;3256.81;1;20;7.03;6.27;1
prancha5104;595.15;22;1;2.12;5.37;3
prancha5105;1435.42;4;1;7.08;5.46;7
prancha5106;1377.42;37;5;3.15;5.81;4
prancha5107;4220.43;9;20;5.97;8.49;1
prancha5108;1685.8;24;15;3.64;9.99;4
prancha5109;1254.13;16;4;7.27;1.08;1
prancha5110;2104.03;20;17;9.46;8.76;6
prancha5111;4559.75;3;8;2.69;2.35;7
prancha5112;3432.83;21;5;5.87;8.28;4
prancha5113;493.26;43;5;7.37;8.96;7
prancha5114;2787.64;47;6;3.4;8.91;5
prancha5115;1571.19;42;15;5.16;7.65;1
prancha5116;3645.09;14;6;8.97;8.8;3
prancha5117;4086.04;9;6;3.56;4.51;5
prancha5118;2790.2;34;3;3.8;4.59;3
prancha5119;1936.8;19;17;9.84;2.28;7
prancha5120;2879.41;16;4;8.28;1.85;1
prancha5121;3534.61;48;8;5.74;8.72;5
prancha5122;926.14;28;10;1.39;5.42;5
prancha5123;4970.39;44;5;4.28;7.82;4
prancha5124;4419.2;12;1;1.19;4.03;4
prancha5125;3751.42;17;6;7.24;2.37;7
prancha5126;4652.12;23;6;2.01;9.09;7
prancha5127;1028.63;37;11;2.64;7.09;1
prancha5128;2927.63;43;1;2.75;7.59;4
prancha5129;3266.39;3;9;1.45;1.47;6
prancha5130;669.7;1;8;4.47;7.05;6
prancha5131;755.98;41;7;1.28;2.36;5
prancha5132;1227.5;8;17;6.85;3.04;2
prancha5133;478.89;24;8;3.98;8.94;4
prancha5134;3617.71;3;7;6.1;6.56;6
prancha5135;3343.43;5;6;9.29;3.03;5
prancha5136;3998.93;29;20;8.04;4.92;4
prancha5137;3481.33;20;15;5.27;2.96;4
prancha5138;2307.92;38;2;2.05;5.72;1
prancha5139;1092.83;27;15;4.92;1.73;7
prancha5140;4910.0;50;19;6.96;3.62;5
prancha5141;231.98;29;4;7.41;1.6;4
prancha5142;561.49;10;3;6.83;7.14;2
prancha5143;261.68;17;20;1.07;6.18;7
prancha5144;1581.51;25;3;9.18;6.59;1
prancha5145;3364.95;47;6;1.55;9.47;3
prancha5146;2430.74;6;18;6.66;9.72;7
prancha5147;1318.43;19;7;9.52;7.51;2
prancha5148;1288.45;43;9;7.55;1.59;4
prancha5149;2991.98;15;1;9.86;1.03;5
prancha5150;2614.85;27;12;3.66;3.72;4
prancha5151;3756.77;26;3;7.9;1.53;5
prancha5152;2419.92;33;3;6.73;9.05;1
prancha5153;4054.48;30;1;2.31;5.04;1
prancha5154;1056.83;2;8;2.93;4.17;1
prancha5155;2904.98;13;6;6.57;7.08;2
prancha5156;509.4;35;14;6.63;6.34;7
prancha5157;261.16;33;14;5.81;7.79;6
prancha5158;2221.72;49;5;4.86;7.07;1
prancha5159;3113.0;24;7;4.6;7.82;1
prancha5160;276.43;22;12;8.77;1.09;5
prancha5161;2668.68;35;19;7.84;4.29;1
prancha5162;2321.02;34;8;3.02;5.59;2
prancha5163;1921.55;50;14;1.73;6.36;7
prancha5164;814.64;22;19;1.59;7.08;7
prancha5165;1044.19;17;10;4.54;8.99;6
prancha5166;3898.52;43;17;7.08;7.26;5
prancha5167;2453.64;41;1;7.02;1.95;3
prancha5168;4701.54;27;10;8.76;9.86;1
prancha5169;2430.53;25;4;2.35;2.27;2
prancha5170;3811.76;19;19;8.1;5.07;5
prancha5171;720.88;31;17;1.81;4.22;5
prancha5172;121.37;42;13;1.51;9.07;5
prancha5173;4830.79;27;7;1.86;7.01;1
prancha5174;1734.03;43;18;6.69;7.76;5
prancha5175;3669.95;8;8;3.14;9.25;2
prancha5176;3171.77;11;5;9.73;6.49;3
prancha5177;1989.98;25;11;2.41;6.55;7
prancha5178;3038.78;25;16;7.72;9.49;1
prancha5179;4052.17;49;16;7.94;9.65;1
prancha5180;4138.95;37;19;1.79;9.47;2
prancha5181;4743.87;8;15;3.63;4.85;2
prancha5182;888.83;31;3;8.07;3.27;1
prancha5183;3482.22;8;17;1.93;8.37;5
prancha5184;848.13;7;14;3.39;6.86;3
prancha5185;1959.09;43;5;8.09;5.63;6
prancha5186;4443.14;31;2;5.0;2.64;6
prancha5187;50.95;26;15;5.8;1.24;7
prancha5188;3599.7;27;16;6.01;3.23;1
prancha5189;84.81;5;18;6.41;4.48;4
prancha5190;1219.78;6;10;3.41;9.03;7
prancha5191;24.03;16;1;7.11;7.28;7
prancha5192;2267.87;16;6;3.94;9.86;5
prancha5193;349.63;17;3;3.34;7.5;4
prancha5194;2356.04;1;4;9.41;3.71;4
prancha5195;1038.5;33;7;3.03;8.07;5
prancha5196;2505.65;34;17;5.49;7.17;6
prancha5197;789.09;16;12;8.4;1.11;7
prancha5198;124.98;30;17;8.37;8.15;7
prancha5199;1895.13;50;3;8.76;3.86;5
prancha5200;4878.52;40;11;4.72;6.56;6
prancha5201;925.6;39;5;9.31;4.39;1
prancha5202;182.95;4;20;7.11;8.47;4
prancha5203;3452.79;50;15;2.28;8.33;5
prancha5204;1752.07;35;3;3.77;2.48;3
prancha5205;3075.89;3;8;9.96;5.18;6
prancha5206;1643.99;19;14;7.91;6.09;1
prancha5207;4473.93;42;1;3.55;4.68;6
prancha5208;4655.71;20;2;3.58;5.08;1
prancha5209;133.91;50;2;2.55;4.53;4
prancha5210;979.39;40;13;3.44;4.49;5
prancha5211;3170.08;10;9;4.21;9.55;6
prancha5212;3098.93;9;14;1.71;8.72;7
prancha5213;1076.35;32;13;9.86;2.88;4
prancha5214;1622.72;1;17;1.01;1.39;2
prancha5215;1644.99;48;9;7.92;8.31;4
prancha5216;1755.85;40;1;6.01;2.79;2
prancha5217;1552.55;18;17;6.35;9.92;4
prancha5218;1035.45;28;13;1.41;9.41;3
prancha5219;3541.23;32;15;1.49;6.36;7
prancha5220;4856.44;44;1;9.18;7.71;4
prancha5221;4200.21;36;10;5.97;6.61;5
prancha5222;202.19;43;2;4.16;4.45;1
prancha5223;4612.67;45;1;3.68;3.57;5
prancha5224;2313.47;7;9;2.04;6.87;5
prancha5225;4199.71;38;13;4.28;4.22;7
prancha5226;2829.47;3;3;8.61;1.48;4
prancha5227;393.18;33;1;4.47;5.35;6
prancha5228;712.21;43;6;7.87;6.95;4
prancha5229;367.66;47;5;1.47;5.36;2
prancha5230;2401.3;22;12;6.59;7.93;4
prancha5231;3354.57;16;10;2.84;3.83;7
prancha5232;4153.19;24;4;1.46;6.61;2
prancha5233;2554.99;50;4;1.11;4.91;6
prancha5234;114.37;21;5;5.76;4.35;3
prancha5235;4354.36;38;5;9.07;4.5;5
prancha5236;1481.18;42;6;2.12;3.22;1
prancha5237;3430.81;10;18;3.48;5.63;4
prancha5238;2012.63;40;14;9.41;6.03;6
prancha5239;1364.62;35;19;7.26;3.32;6
prancha5240;1606.48;1;14;7.02;2.9;3
prancha5241;731.52;28;18;2.15;9.46;3
prancha5242;2115.6;26;4;9.07;1.29;2
prancha5243;225.84;2;5;5.28;3.06;2
prancha5244;4454.98;37;18;4.7;9.51;7
prancha5245;3797.79;18;8;4.04;2.98;5
prancha5246;1834.45;29;6;2.35;1.82;6
prancha5247;4986.79;3;4;2.01;9.38;5
prancha5248;2201.08;37;3;8.84;1.46;1
prancha5249;4471.71;28;9;8.64;3.02;6
prancha5250;2780.2;2;6;2.82;1.68;2
prancha5251;488.42;1;17;3.27;3.66;1
prancha5252;4857.91;48;5;6.08;2.49;5
prancha5253;589.28;12;1;1.36;5.76;3
prancha5254;4233.73;34;17;7.29;8.23;4
prancha5255;2041.91;42;18;1.43;7.15;7
prancha5256;4813.39;20;2;5.56;8.52;1
prancha5257;2959.51;31;16;6.14;3.48;6
prancha5258;3704.58;17;11;1.82;9.57;2
